"Bykov_Iyun" "Bykov_Sto_Nochey" "Dubovitsky_Mashinka_i_Velik" "Dubovitsky_Okolonolya" "Erofeev_Akimudy" "Erofeev_Apokalipsis" "Sorokin_Istoria" "Sorokin_Oprichnik" "Sorokin_Salo" "Sorokin_Teluria" "Surkov_Ruspioner" "Surkov_Tekstyi 97-07"
"был" 0.519987322213858 0.26643887160087 0.224149488855371 0.254745150445804 0.220946748511101 0.188356706448447 0.249878531269522 0.053855129701104 0.141368446562727 0.142053445850914 0.12156576707999 0
"да" 0.259498435085773 0.143049877627948 0.266046589576001 0.204631350358105 0.156157852331154 0.0949697679572003 0.131880335947803 0.655237411363432 0.319088779384441 0.440225035161744 0.170192073911986 0
"меня" 0.147577354304505 0.205422336119755 0.138260432378079 0.204631350358105 0.393717138324293 0.174111241254867 0.239466925799958 0.332106633156808 0.172334868190753 0.234880450070323 0.194505227327984 0
"когда" 0.2535557228319 0.330167253103369 0.134070722306016 0.187926750328872 0.219285494762898 0.227927443097281 0.190879433608662 0.119678066002453 0.181759431294935 0.184247538677918 0.364697301239971 0
"только" 0.275345667762767 0.197964759560952 0.261856879503938 0.271449750475037 0.188552300421128 0.237424419893001 0.190879433608662 0.143613679202944 0.162910305086571 0.212376933895921 0.389010454655969 0
"для" 0.207004476843231 0.275252371170365 0.188536953242836 0.242216700423879 0.177754151057803 0.264332520814207 0.291524953147775 0.149597582503067 0.130597517300805 0.151898734177215 0.194505227327984 0
"вы" 0.171348203319995 0.191185144507495 0.182252388134741 0.229688250401954 0.364645197730727 0.106049574218874 0.0798223085999861 0.110702211052269 0.185798529768156 0.19549929676512 0.0729394602479942 0
"до" 0.171348203319995 0.147117646660023 0.257667169431875 0.28815435050427 0.201842330406758 0.262749691348254 0.135350871104324 0.155581485803189 0.168295769717532 0.184247538677918 0.340384147823973 0
"уже" 0.367457707697793 0.143049877627948 0.227291771409418 0.181662525317909 0.14535970296783 0.170945582322961 0.138821406260845 0.149597582503067 0.117133855723403 0.171589310829817 0.243131534159981 0
"есть" 0.14559645021988 0.368133097402729 0.165493547846489 0.127372575222902 0.147020956716034 0.229510272563234 0.156174082043451 0.0957424528019627 0.0861674340953766 0.109704641350211 0.170192073911986 0
"очень" 0.17828136761618 0.577623202554559 0.113122171945701 0.0897872251571276 0.0456844780756037 0.0459020545126468 0.0937044492260707 0.0239356132004907 0.118480221881143 0.0632911392405063 0.170192073911986 0
"их" 0.161443682896874 0.125422878488959 0.205295793531088 0.169134075295985 0.201011703532656 0.215264807369654 0.218643714860832 0.17951709900368 0.160217572771091 0.260196905766526 0.145878920495988 0
"нет" 0.191157244166237 0.187795336980766 0.209485503603151 0.194190975339834 0.191044181043433 0.148785969799614 0.0485874921912959 0.131645872602699 0.200608557503299 0.177215189873418 0.194505227327984 0
"там" 0.199080860504734 0.271862563643636 0.207390648567119 0.183750600321564 0.151174091086543 0.110798062616734 0.0937044492260707 0.119678066002453 0.103670194146 0.140646976090014 0.145878920495988 0
"ее" 0.319916009666812 0.000677961505345726 0.00418971007206301 0 0.29985630155078 0.288074962803508 0.222114250017353 0.191484905603925 0.231574979131325 0.236286919831224 0.0972526136639922 0
"если" 0.255536626916525 0.159320953756246 0.183299815652757 0.202543275354451 0.180246031680109 0.288074962803508 0.0832928437565073 0.026927564850552 0.0794356033066753 0.0675105485232067 0.267444687575979 0
"или" 0.154510518600689 0.193219029023532 0.237766046589576 0.219247875383684 0.161972240449868 0.196270853778214 0.208232109391268 0.0478712264009814 0.0834747017798961 0.0717299578059072 0.316070994407975 0
"ему" 0.358543639316984 0.147117646660023 0.190631808278867 0.123196425215594 0.120440896744773 0.10446674475292 0.0867633789130284 0.0957424528019627 0.152139375824649 0.108298171589311 0.0729394602479942 0
"всё" 0.0574462184541025 0.390505827079138 0.418971007206301 0.32365162556639 0.00581438811871319 0.00949697679572003 0.00347053515652114 0 0.0134636615774026 0 0 0
"ни" 0.184224079870053 0.124744916983614 0.211580358639182 0.215071725376376 0.143698449219626 0.155117287663427 0.124939265634761 0.0927505011519014 0.10232382798826 0.154711673699015 0.145878920495988 0
"потому" 0.257517531001149 0.399319326648633 0.0953159041394336 0.0897872251571276 0.0797401799137809 0.0728101554338536 0.0416464218782536 0.035903419800736 0.0255809569970649 0.0421940928270042 0.0972526136639922 0
"ну" 0.14064419000832 0.162032799777629 0.185394670688788 0.169134075295985 0.184399166050618 0.098135426889107 0.052058027347817 0.185501002303803 0.152139375824649 0.0872011251758087 0.0729394602479942 0
"него" 0.219880353393289 0.204066413109064 0.150829562594268 0.104403750182707 0.107981493633245 0.0743929848998069 0.0728812382869438 0.104718307752147 0.121172954196623 0.10126582278481 0.0486263068319961 0
"даже" 0.230775325858722 0.155253184724171 0.169683257918552 0.144077175252135 0.112134628003754 0.145620310867707 0.104116054695634 0.0568470813511654 0.0700110402024935 0.090014064697609 0.170192073911986 0
"сказал" 0.338734598470742 0.0976264567697846 0.0911261940673705 0.0689064751205863 0.288227525313354 0.0759758143657602 0.0347053515652114 0.0149597582503067 0.0430837170476883 0.0267229254571027 0.0243131534159981 0
"еще" 0.345667762766927 0 0.00837942014412603 0 0.182737912302415 0.227927443097281 0.145762476573888 0.161565389103312 0.165603037402052 0.170182841068917 0.12156576707999 0
"была" 0.358543639316984 0.127456763004997 0.102647896765544 0.15660562527406 0.111304001129653 0.098135426889107 0.114527660165197 0.017951709900368 0.0632792094137922 0.0759493670886076 0.0486263068319961 0
"где" 0.12677786141595 0.159320953756246 0.163398692810458 0.248480925434842 0.115457135500162 0.134540504606034 0.149233011730409 0.0568470813511654 0.0659719417292727 0.112517580872011 0.0972526136639922 0
"кто" 0.156491422685314 0.105084033328588 0.173872967990615 0.146165250255789 0.186060419798822 0.14720314033366 0.135350871104324 0.101726356102085 0.0740501386757142 0.0759493670886076 0.12156576707999 0
"ли" 0.122816053246702 0.140338031606565 0.218912351265292 0.152429475266752 0.165294747946275 0.12820918674222 0.0659401679739016 0.0747987912515334 0.0484691816786493 0.0731364275668073 0.413323608071967 0
"со" 0.101026108315835 0.0786435346201043 0.0932210491034021 0.0918753001607818 0.177754151057803 0.120295039412454 0.176997292982578 0.164557340753373 0.189837628241377 0.161744022503516 0.0486263068319961 0
"быть" 0.208985380927855 0.199998644076989 0.113122171945701 0.0876991501534735 0.111304001129653 0.14720314033366 0.0555285625043382 0.0777907429015947 0.0430837170476883 0.0520393811533052 0.194505227327984 0
"нас" 0.0752743552157205 0.0732198425773385 0.0816993464052288 0.0709945501242405 0.19851982291035 0.226344613631327 0.176997292982578 0.2243963737546 0.0996310956727792 0.167369901547117 0.12156576707999 0
"под" 0.102016560358147 0.0928807262323645 0.11835930953578 0.169134075295985 0.117949016122468 0.0949697679572003 0.197820503921705 0.185501002303803 0.169642135875273 0.151898734177215 0.0243131534159981 0
"во" 0.0960738481042748 0.180337760421963 0.0879839115133233 0.127372575222902 0.115457135500162 0.134540504606034 0.145762476573888 0.143613679202944 0.118480221881143 0.0984528832630098 0.12156576707999 0
"чтобы" 0.196109504377798 0.113219571392736 0.0921736215853863 0.139901025244827 0.14535970296783 0.148785969799614 0.111057125008676 0.107710259402208 0.072703772517974 0.0984528832630098 0.0486263068319961 0
"чем" 0.216908997266352 0.113897532898082 0.089031339031339 0.0897872251571276 0.137884061100913 0.205767830573934 0.0902339140695495 0.080782694551656 0.072703772517974 0.070323488045007 0.243131534159981 0
"может" 0.207004476843231 0.197286798055606 0.120454164571812 0.104403750182707 0.0830626874101885 0.107632403684827 0.0971749843825918 0.0418873231008587 0.0605864770983117 0.0548523206751055 0.12156576707999 0
"себя" 0.185214531912365 0.0996603412858218 0.102647896765544 0.108579900190015 0.155327225457052 0.155117287663427 0.111057125008676 0.0777907429015947 0.078089237148935 0.10267229254571 0.0486263068319961 0
"теперь" 0.361514995443921 0.056948766449041 0.134070722306016 0.133636800233864 0.0614663886835395 0.0759758143657602 0.0694107031304227 0.125661969302576 0.0578937447828311 0.080168776371308 0.0486263068319961 0
"были" 0.205023572758607 0.110507725371353 0.109979889391654 0.129460650226556 0.112134628003754 0.0775586438317136 0.117998195321719 0.026927564850552 0.072703772517974 0.109704641350211 0.0243131534159981 0
"надо" 0.211956737054792 0.138304147090528 0.128833584715938 0.0835230001461652 0.0814014336619847 0.0807243027636202 0.12146873047824 0.0418873231008587 0.0753965048334545 0.0857946554149086 0.0243131534159981 0
"ничего" 0.280297927974328 0.0922027647270188 0.14559242500419 0.0897872251571276 0.0764176724173734 0.0648960081040869 0.0624696328173804 0.0867665978517787 0.0686646740447532 0.0548523206751055 0.12156576707999 0
"без" 0.125787409373638 0.086779072684253 0.158161555220379 0.177486375310601 0.104658986136837 0.0902212795593403 0.104116054695634 0.0987344044520241 0.072703772517974 0.0956399437412096 0.0729394602479942 0
"тоже" 0.125787409373638 0.148473569670714 0.0984581866934808 0.0814349251425111 0.127085911737588 0.110798062616734 0.076351773443465 0.0568470813511654 0.0552010124673506 0.0661040787623066 0.0729394602479942 0
"потом" 0.166395943108435 0.129490647521034 0.11102731690967 0.135724875237519 0.0656195230540489 0.0348222482509734 0.107586589852155 0.107710259402208 0.0686646740447532 0.108298171589311 0.0486263068319961 0
"этот" 0.108949724654332 0.185083490959383 0.100553041729512 0.0772587751352029 0.05731325431303 0.0522333723764602 0.163115152356493 0.0598390330012267 0.0821283356221558 0.10126582278481 0.0729394602479942 0
"тут" 0.217899449308664 0.0745757655880299 0.175967823026647 0.104403750182707 0.0822320605360866 0.0332394187850201 0.0277642812521691 0.128653920952637 0.0390446185744675 0.0689170182841069 0.0243131534159981 0
"человек" 0.0960738481042748 0.189151259991458 0.07646220881515 0.0730826251278946 0.0814014336619847 0.0791414732976669 0.0867633789130284 0.0418873231008587 0.0915528987263376 0.0590717299578059 0.0972526136639922 0
"здесь" 0.0851788756388416 0.0827113036521786 0.0995056142114966 0.0939633751644359 0.0880464486547998 0.1187122099465 0.0902339140695495 0.107710259402208 0.152139375824649 0.10407876230661 0.0729394602479942 0
"этого" 0.158472326769938 0.159998915261591 0.0816993464052288 0.0647303251132781 0.0589745080612338 0.0633131786381335 0.128409800791282 0.0508631780510427 0.0713574063602337 0.0745428973277075 0.0243131534159981 0
"раз" 0.135691929796759 0.0820333421468329 0.0984581866934808 0.0897872251571276 0.132900299856302 0.0648960081040869 0.0798223085999861 0.110702211052269 0.0794356033066753 0.080168776371308 0.0729394602479942 0
"себе" 0.125787409373638 0.10305014881255 0.080651918887213 0.0709945501242405 0.0847239411583922 0.144037481401754 0.0867633789130284 0.0598390330012267 0.0888601664108571 0.0914205344585091 0.0486263068319961 0
"всех" 0.141634642050632 0.0840672266628701 0.101600469247528 0.110667975193669 0.0822320605360866 0.101301085821014 0.0555285625043382 0.110702211052269 0.0982847295150389 0.0689170182841069 0.12156576707999 0
"конечно" 0.144605998177568 0.276608294181056 0.0649405061169767 0.0334092000584661 0.0390394630827886 0.0474848839786001 0.0173526757826057 0.026927564850552 0.0255809569970649 0.0225035161744023 0.0486263068319961 0
"этом" 0.101026108315835 0.214913797194595 0.0492290933467404 0.0396734250694285 0.0739257917950677 0.101301085821014 0.0832928437565073 0.0329114681506747 0.0592401109405714 0.0407876230661041 0.0729394602479942 0
"время" 0.143615546135256 0.137626185585182 0.068082788671024 0.0897872251571276 0.0739257917950677 0.0791414732976669 0.107586589852155 0.0329114681506747 0.0794356033066753 0.0661040787623066 0.12156576707999 0
"всегда" 0.169367299235371 0.119999186446194 0.0439919557566616 0.0647303251132781 0.0739257917950677 0.0538162018424135 0.117998195321719 0.140621727552883 0.0767428709911948 0.0843881856540084 0.0729394602479942 0
"после" 0.138663285923696 0.0861011111789073 0.0670353611530082 0.09605145016809 0.0697726574245583 0.0854727911614803 0.12146873047824 0.119678066002453 0.0928992648840779 0.105485232067511 0.0486263068319961 0
"почему" 0.132720573669823 0.132202493542417 0.0775096363331658 0.0772587751352029 0.0880464486547998 0.0838899616955269 0.052058027347817 0.0508631780510427 0.0753965048334545 0.0534458509142053 0.0972526136639922 0
"просто" 0.138663285923696 0.162032799777629 0.0785570638511815 0.0730826251278946 0.0539907468166225 0.0443192250466935 0.131880335947803 0.0388953714507974 0.0538546463096104 0.0717299578059072 0.12156576707999 0
"том" 0.119844697119765 0.227117104290818 0.0628456510809452 0.0563780250986615 0.0622970155576414 0.0854727911614803 0.0347053515652114 0.0239356132004907 0.0148100277351428 0.0239099859353024 0.0729394602479942 0
"который" 0.0633889307079751 0.260337218052759 0.0293279705044411 0.031321125054812 0.0730951649209658 0.131374845674127 0.0659401679739016 0.00598390330012267 0.0228882246815844 0.0225035161744023 0.0486263068319961 0
"тебя" 0.119844697119765 0.022372729676409 0.0911261940673705 0.0876991501534735 0.112965254877856 0.0823071322295736 0.0659401679739016 0.0747987912515334 0.15752484045561 0.109704641350211 0 0
"е" 0.000990452042312111 0.00203388451603718 0.0157114127702363 0.00417615000730826 0.527448065054697 0.0126626357276267 0.0173526757826057 0.0119678066002453 0.0067318307887013 0.0281293952180028 0.0486263068319961 0
"них" 0.0960738481042748 0.0515250744062752 0.112074744427686 0.106491825186361 0.0888770755289017 0.10921523315078 0.0694107031304227 0.104718307752147 0.0834747017798961 0.0886075949367089 0.0729394602479942 0
"будет" 0.17828136761618 0.0698300350506098 0.101600469247528 0.0626422501096239 0.0797401799137809 0.0743929848998069 0.0312348164086902 0.0747987912515334 0.0605864770983117 0.060478199718706 0.218818380743982 0
"про" 0.12182560120439 0.118643263435502 0.107885034355623 0.0772587751352029 0.0672807768022527 0.0158282946595334 0.0867633789130284 0.101726356102085 0.0323127877857662 0.0787623066104079 0.0243131534159981 0
"при" 0.0950833960619627 0.117965301930156 0.0555136584548349 0.0772587751352029 0.105489613010939 0.110798062616734 0.0867633789130284 0.0388953714507974 0.0511619139941298 0.0421940928270042 0.12156576707999 0
"тебе" 0.144605998177568 0.0183049606443346 0.0555136584548349 0.100227600175398 0.0971833442699205 0.0680616670359935 0.052058027347817 0.071806839601472 0.145407545035948 0.0956399437412096 0.0243131534159981 0
"жизни" 0.0584366704964146 0.117287340424811 0.0460868107926931 0.0689064751205863 0.115457135500162 0.16144860552724 0.135350871104324 0.0149597582503067 0.0215418585238441 0.0492264416315049 0.0243131534159981 0
"ещё" 0 0.165422607304357 0.283852857382269 0.246392850431187 0 0 0 0 0 0 0 0
"можно" 0.127768313458262 0.0962705337590932 0.0534188034188034 0.079346850138857 0.0714339111727621 0.131374845674127 0.0867633789130284 0.0329114681506747 0.036351886258987 0.0421940928270042 0.0972526136639922 0
"тогда" 0.128758765500574 0.0711859580613013 0.0995056142114966 0.0876991501534735 0.0606357618094376 0.0585646902402735 0.104116054695634 0.053855129701104 0.0605864770983117 0.0576652601969058 0.0729394602479942 0
"нам" 0.0376371776078602 0.0576267279543868 0.063893078598961 0.0229688250401954 0.142867822345524 0.098135426889107 0.0694107031304227 0.110702211052269 0.0834747017798961 0.0843881856540084 0.145878920495988 0
"вас" 0.062398478665663 0.042033613331435 0.0816993464052288 0.100227600175398 0.119610269870671 0.0490677134445535 0.0312348164086902 0.0837746462017174 0.0996310956727792 0.105485232067511 0.0243131534159981 0
"её" 0 0.187795336980766 0.188536953242836 0.315299325551774 0 0 0 0 0 0.00281293952180028 0 0
"один" 0.0693316429618478 0.105084033328588 0.0691302161890397 0.0981395251717442 0.0523294930684187 0.0617303491721802 0.100645519539113 0.0568470813511654 0.0700110402024935 0.0829817158931083 0.0243131534159981 0
"больше" 0.117863793035141 0.0996603412858218 0.0544662309368192 0.0814349251425111 0.0697726574245583 0.102883915286967 0.0347053515652114 0.0239356132004907 0.0430837170476883 0.0562587904360056 0.0729394602479942 0
"хотя" 0.123806505289014 0.103728110317896 0.0900787665493548 0.0835230001461652 0.0523294930684187 0.0696444965019469 0.0624696328173804 0.0299195165006133 0.036351886258987 0.0309423347398031 0.145878920495988 0
"миша" 0.492254665029119 0.00203388451603718 0 0 0 0.00158282946595334 0 0 0.122519320354364 0 0 0
"жизнь" 0.0762648072580326 0.119999186446194 0.0398022456845986 0.0897872251571276 0.0847239411583922 0.0807243027636202 0.117998195321719 0.04487927475092 0.0201954923661039 0.0323488045007032 0.0972526136639922 0
"эти" 0.0812170674695931 0.136948224079837 0.0586559410088822 0.0584661001023157 0.050668239320215 0.0553990313083668 0.0937044492260707 0.04487927475092 0.0323127877857662 0.0618846694796062 0.0243131534159981 0
"такой" 0.0940929440196506 0.160676876766937 0.063893078598961 0.048025725084045 0.0373782093345848 0.0490677134445535 0.0347053515652114 0.0329114681506747 0.0296200554702857 0.0421940928270042 0 0
"сам" 0.105978368527396 0.0840672266628701 0.101600469247528 0.079346850138857 0.0556520005648263 0.0569818607743202 0.0416464218782536 0.0747987912515334 0.0296200554702857 0.0464135021097046 0.0486263068319961 0
"того" 0.0782457113426568 0.131524532037071 0.0649405061169767 0.0668184001169322 0.0631276424317432 0.0918041090252936 0.0589990976608593 0.0388953714507974 0.0175027600506234 0.0210970464135021 0.0243131534159981 0
"ведь" 0.152529614516065 0.0874570341895987 0.11102731690967 0.0939633751644359 0.0481763586979093 0.0284909303871601 0.0381758867217325 0.0329114681506747 0.0201954923661039 0.0126582278481013 0.0243131534159981 0
"ей" 0.150548710431441 0.0386438058047064 0.0492290933467404 0.0626422501096239 0.0921995830253092 0.0759758143657602 0.0451169570347748 0.053855129701104 0.0403909847322078 0.0675105485232067 0 0
"сейчас" 0.14559645021988 0.0894909187056359 0.0471342383107089 0.0584661001023157 0.0307331943417697 0.0427363955807401 0.0485874921912959 0.0299195165006133 0.0686646740447532 0.0731364275668073 0.0486263068319961 0
"хорошо" 0.10795927261202 0.0589826509650782 0.0628456510809452 0.0626422501096239 0.050668239320215 0.0633131786381335 0.0381758867217325 0.104718307752147 0.0713574063602337 0.0731364275668073 0.0729394602479942 0
"через" 0.0475416980309813 0.0501691513955838 0.0816993464052288 0.0605541751059698 0.072264538046864 0.0648960081040869 0.0589990976608593 0.104718307752147 0.0848210679376363 0.0914205344585091 0.0486263068319961 0
"ней" 0.124796957331326 0.0562708049436953 0.0544662309368192 0.079346850138857 0.072264538046864 0.0553990313083668 0.052058027347817 0.0478712264009814 0.067318307887013 0.0337552742616034 0.12156576707999 0
"над" 0.0415989857771087 0.0738978040826842 0.0691302161890397 0.0396734250694285 0.0556520005648263 0.0664788375700402 0.0659401679739016 0.0777907429015947 0.0928992648840779 0.09985935302391 0 0
"ним" 0.0742839031734083 0.064406343007844 0.0953159041394336 0.0459376500803909 0.05731325431303 0.0506505429105068 0.0416464218782536 0.0658229363013494 0.0740501386757142 0.0759493670886076 0.0486263068319961 0
"чего" 0.0901311358504021 0.0386438058047064 0.143497569968158 0.0730826251278946 0.0365475824604829 0.0348222482509734 0.0555285625043382 0.101726356102085 0.0740501386757142 0.0478199718706048 0.0486263068319961 0
"вообще" 0.141634642050632 0.160676876766937 0.0188536953242836 0.031321125054812 0.0182737912302415 0.0522333723764602 0.0555285625043382 0.008975854950184 0.0188491262083636 0.0323488045007032 0.0486263068319961 0
"тем" 0.0960738481042748 0.0874570341895987 0.0513239483827719 0.0626422501096239 0.0664501499281508 0.13295767514008 0.0624696328173804 0.0149597582503067 0.0282736893125454 0.0112517580872011 0.0729394602479942 0
"много" 0.0633889307079751 0.104406071823242 0.0523713759007877 0.0584661001023157 0.0639582693058451 0.0680616670359935 0.0867633789130284 0.0658229363013494 0.030966421628026 0.0478199718706048 0.0729394602479942 0
"всего" 0.0871597797234658 0.123388993972922 0.0576085134908664 0.0459376500803909 0.0323944480899735 0.0712273259679002 0.0381758867217325 0.035903419800736 0.036351886258987 0.0478199718706048 0.12156576707999 0
"дело" 0.0752743552157205 0.0745757655880299 0.068082788671024 0.0563780250986615 0.0307331943417697 0.0680616670359935 0.0381758867217325 0.26927564850552 0.0403909847322078 0.0379746835443038 0 0
"люди" 0.0663602868349114 0.0759316885987214 0.0649405061169767 0.048025725084045 0.0838933142842904 0.0902212795593403 0.0208232109391268 0.0688148879514107 0.0457764493631688 0.0379746835443038 0.0972526136639922 0
"стал" 0.0524939582425419 0.0467793438688551 0.0418971007206301 0.0626422501096239 0.0830626874101885 0.0601475197062269 0.0728812382869438 0.026927564850552 0.0969383633572986 0.113924050632911 0.0243131534159981 0
"сталин" 0.000990452042312111 0.00745757655880299 0 0.00208807500365413 0.0448538512015018 0.0110798062616734 0.0277642812521691 0 0.574898349355091 0.0070323488045007 0 0
"им" 0.0742839031734083 0.056948766449041 0.072272498743087 0.0876991501534735 0.0614663886835395 0.0664788375700402 0.0589990976608593 0.0688148879514107 0.0484691816786493 0.0661040787623066 0.0486263068319961 0
"своей" 0.0455607939463571 0.0732198425773385 0.0356125356125356 0.0668184001169322 0.0880464486547998 0.0965525974231536 0.0451169570347748 0.0418873231008587 0.0430837170476883 0.0872011251758087 0.0243131534159981 0
"об" 0.062398478665663 0.118643263435502 0.0377073906485671 0.0292330500511578 0.0872158217806979 0.0648960081040869 0.0347053515652114 0.0239356132004907 0.0336591539435065 0.0323488045007032 0.0729394602479942 0
