"Bykov_Iyun" "Bykov_Sto_Nochey" "Dubovitsky_Mashinka_i_Velik" "Dubovitsky_Okolonolya" "Erofeev_Akimudy" "Erofeev_Apokalipsis" "Sorokin_Istoria" "Sorokin_Oprichnik" "Sorokin_Salo" "Sorokin_Teluria" "Surkov_Ruspioner" "Surkov_Tekstyi 97-07"
"должны" 0.0198090408462422 0.0115253455908773 0.0240908329143623 0.00626422501096239 0.0199350449784452 0.0110798062616734 0.0173526757826057 0.017951709900368 0.00807819694644155 0.0126582278481013 0.0243131534159981 0
"москву" 0.00990452042312111 0.00881349956949444 0.012569130216189 0.0187926750328872 0.035716955586381 0.00791414732976669 0.0242937460956479 0.0119678066002453 0.00942456310418181 0.0154711673699015 0 0
"руках" 0.00693316429618478 0.00881349956949444 0.0209485503603151 0.0167046000292331 0.0124594031115283 0.00316565893190668 0.0104116054695634 0.035903419800736 0.0323127877857662 0.0239099859353024 0 0
"менее" 0.0128758765500574 0.0284743832245205 0.00733199262611027 0.0125284500219248 0.00913689561512073 0.0379879071828801 0.0347053515652114 0 0.0067318307887013 0.00140646976090014 0.0243131534159981 0
"ответ" 0.0108949724654332 0.0250845756977919 0.0240908329143623 0.0187926750328872 0.0199350449784452 0 0.0208232109391268 0.008975854950184 0.00134636615774026 0.00843881856540084 0 0
"другое" 0.0148567806346817 0.0271184602138291 0.00733199262611027 0.00626422501096239 0.0116287762374264 0.0221596125233467 0.0104116054695634 0.00598390330012267 0.0148100277351428 0.0126582278481013 0.0243131534159981 0
"женщин" 0.00396180816924844 0.00474573053742009 0.0104742751801575 0.00417615000730826 0.0232575524748528 0.0585646902402735 0.0138821406260845 0 0.00942456310418181 0.0140646976090014 0.243131534159981 0
"каких" 0.0168376847193059 0.0196608836550261 0.0303753980224568 0.0354972750621202 0.00581438811871319 0.00633131786381335 0.0208232109391268 0.00598390330012267 0.00403909847322078 0.00562587904360056 0.0243131534159981 0
"консул" 0 0 0 0 0.0988445980181243 0 0 0 0 0 0 0
"лицом" 0.00297135612693633 0.00813553806414872 0.0136165577342048 0.0229688250401954 0.0149512837338339 0.00949697679572003 0.0277642812521691 0.008975854950184 0.036351886258987 0.0253164556962025 0 0
"водки" 0.00198090408462422 0.00406776903207436 0.00837942014412603 0.00626422501096239 0.0166125374820377 0.0823071322295736 0.0416464218782536 0.0149597582503067 0.0107709292619221 0.00281293952180028 0 0
"легко" 0.0237708490154907 0.0142371916122603 0.0115217026981733 0.0208807500365413 0.00913689561512073 0.0205767830573934 0.0138821406260845 0 0.0121172954196623 0.0182841068917018 0.0486263068319961 0
"некоторые" 0.0108949724654332 0.0135592301069145 0.012569130216189 0.0146165250255789 0.0274106868453622 0.0316565893190668 0.0242937460956479 0 0.00134636615774026 0.0070323488045007 0.0486263068319961 0
"прекрасно" 0.0217899449308664 0.0284743832245205 0.00418971007206301 0 0.00415313437050942 0.00316565893190668 0.0138821406260845 0.008975854950184 0.00403909847322078 0.0464135021097046 0 0
"решил" 0.0257517531001149 0.0115253455908773 0.0146639852522205 0.0187926750328872 0.0191044181043433 0.0221596125233467 0.0138821406260845 0.017951709900368 0.00134636615774026 0.00562587904360056 0 0
"хуже" 0.0406085337347966 0.0101694225801859 0.0115217026981733 0.0208807500365413 0.0132900299856302 0.0237424419893001 0 0.0149597582503067 0.00538546463096104 0.00140646976090014 0 0
"государь" 0 0.000677961505345726 0.00104742751801575 0 0 0 0 0.308171019956318 0.00403909847322078 0.0126582278481013 0 0
"марго" 0.000990452042312111 0.000677961505345726 0.117311882017764 0 0.00249188062230565 0 0 0 0 0 0 0
"месте" 0.0207994928885543 0.0122033070962231 0.0199011228422993 0.0208807500365413 0.0107981493633245 0.0174111241254867 0.0173526757826057 0.017951709900368 0.00942456310418181 0.00984528832630099 0 0
"пошли" 0.0168376847193059 0.00542369204276581 0.0251382604323781 0.00835230001461653 0.0182737912302415 0.00949697679572003 0.00694107031304227 0.00598390330012267 0.0269273231548052 0.0154711673699015 0.0243131534159981 0
"самая" 0.0257517531001149 0.029830306235212 0.0157114127702363 0.00417615000730826 0.00415313437050942 0.0158282946595334 0.00694107031304227 0.008975854950184 0.00807819694644155 0.00562587904360056 0 0
"стране" 0.00693316429618478 0.00813553806414872 0.00733199262611027 0.00835230001461653 0.0265800599712603 0.0538162018424135 0.0312348164086902 0.00598390330012267 0.0067318307887013 0.0070323488045007 0 0
"подошел" 0.0168376847193059 0 0 0 0.0132900299856302 0.00158282946595334 0 0 0.0700110402024935 0.0421940928270042 0 0
"понять" 0.0217899449308664 0.0230506911817547 0.00942684766214178 0.00626422501096239 0.014120656859732 0.0158282946595334 0.0138821406260845 0.008975854950184 0.0107709292619221 0.0070323488045007 0.0243131534159981 0
"пошел" 0.0247613010578028 0 0 0 0.0182737912302415 0.0158282946595334 0.0138821406260845 0.00598390330012267 0.030966421628026 0.0421940928270042 0 0
"россию" 0.00594271225387267 0.0142371916122603 0.00523713759007877 0.00208807500365413 0.0307331943417697 0.0427363955807401 0.0173526757826057 0.008975854950184 0.00538546463096104 0.00984528832630099 0 0
"русская" 0 0.0183049606443346 0.00523713759007877 0.00417615000730826 0.0149512837338339 0.0522333723764602 0.0277642812521691 0.0299195165006133 0.0107709292619221 0.00562587904360056 0.0243131534159981 0
"семь" 0.00990452042312111 0.0115253455908773 0.0366599631305514 0.0208807500365413 0.00498376124461131 0.00474848839786001 0.0104116054695634 0.017951709900368 0.0228882246815844 0.0126582278481013 0 0
"фома" 0 0 0 0.00835230001461653 0.000830626874101885 0 0 0 0 0.156118143459916 0 0
"гитлер" 0.00495226021156056 0.00135592301069145 0 0 0.00166125374820377 0 0 0.00299195165006134 0.140022080404987 0 0 0
"голосом" 0.0138663285923696 0.00338980752672863 0.0136165577342048 0.0167046000292331 0.0132900299856302 0.00316565893190668 0 0.0299195165006133 0.0403909847322078 0.0225035161744023 0 0
"заметил" 0.0227803969731786 0.00338980752672863 0.00733199262611027 0.0146165250255789 0.0191044181043433 0.00949697679572003 0.0138821406260845 0.00299195165006134 0.0376982524167273 0.0140646976090014 0 0
"никак" 0.0316944653539876 0.00881349956949444 0.0282805429864253 0.0167046000292331 0.00913689561512073 0.00949697679572003 0.0104116054695634 0.017951709900368 0.00134636615774026 0.00562587904360056 0.0729394602479942 0
"одну" 0.0108949724654332 0.0216947681710632 0.0167588402882521 0.0167046000292331 0.00664501499281508 0.0110798062616734 0.0208232109391268 0.0119678066002453 0.0134636615774026 0.0168776371308017 0 0
"ума" 0.0118854245077453 0.0162710761282974 0.0157114127702363 0.0125284500219248 0.014120656859732 0.0221596125233467 0.00347053515652114 0.0149597582503067 0.0134636615774026 0.0140646976090014 0 0
"хочется" 0.00990452042312111 0.0257625372031376 0.00104742751801575 0.00835230001461653 0.0132900299856302 0.0237424419893001 0.0381758867217325 0.017951709900368 0.00538546463096104 0.0126582278481013 0 0
"че" 0.000990452042312111 0 0.0628456510809452 0 0.0257494330971584 0.0284909303871601 0.00347053515652114 0 0 0.00421940928270042 0 0
"человеком" 0.0118854245077453 0.0237286526871004 0.00733199262611027 0.0104403750182707 0.0149512837338339 0.0221596125233467 0.0312348164086902 0.008975854950184 0.00538546463096104 0.00843881856540084 0.0243131534159981 0
"богу" 0.00792361633849689 0.0101694225801859 0.0282805429864253 0.0125284500219248 0.00249188062230565 0.00949697679572003 0.0138821406260845 0.080782694551656 0.0107709292619221 0.0112517580872011 0.0243131534159981 0
"впервые" 0.0128758765500574 0.0142371916122603 0.0157114127702363 0.0208807500365413 0.00415313437050942 0.0126626357276267 0.0589990976608593 0.008975854950184 0.0121172954196623 0.0168776371308017 0 0
"зал" 0 0.00271184602138291 0 0.00417615000730826 0.0282413137194641 0.0110798062616734 0.00694107031304227 0.053855129701104 0.0498155478363896 0.0126582278481013 0 0
"каким" 0.0148567806346817 0.0244066141924462 0.0219959778783308 0.0271449750475037 0.00664501499281508 0.00791414732976669 0 0.00598390330012267 0.00942456310418181 0.0070323488045007 0.0243131534159981 0
"однажды" 0.0247613010578028 0.0101694225801859 0.0157114127702363 0.031321125054812 0.00913689561512073 0.0300737598531134 0.0208232109391268 0.00299195165006134 0.00403909847322078 0.00421940928270042 0 0
"ясно" 0.035656273523236 0.0115253455908773 0.0136165577342048 0.0146165250255789 0.00415313437050942 0.0126626357276267 0.0208232109391268 0.0329114681506747 0.00403909847322078 0.0070323488045007 0.0486263068319961 0
"завтра" 0.0237708490154907 0.00677961505345726 0.012569130216189 0.031321125054812 0.0132900299856302 0.00949697679572003 0.00694107031304227 0.026927564850552 0.00807819694644155 0.0154711673699015 0.0243131534159981 0
"небо" 0.00990452042312111 0.00949146107484017 0.0209485503603151 0.0146165250255789 0.0107981493633245 0.0158282946595334 0.0104116054695634 0.008975854950184 0.00942456310418181 0.0337552742616034 0.0243131534159981 0
"произнес" 0.00396180816924844 0 0 0 0.00415313437050942 0 0.0104116054695634 0 0.0632792094137922 0.0745428973277075 0 0
"трудно" 0.00792361633849689 0.0155931146229517 0.00837942014412603 0.0146165250255789 0.0107981493633245 0.0300737598531134 0.0312348164086902 0.0119678066002453 0.0121172954196623 0.0154711673699015 0.0243131534159981 0
"правильно" 0.0277326571847391 0.0162710761282974 0.0188536953242836 0.00835230001461653 0.00581438811871319 0.00633131786381335 0 0.0508631780510427 0.00538546463096104 0.0070323488045007 0 0
"голове" 0.0108949724654332 0.00474573053742009 0.0146639852522205 0.00835230001461653 0.0224269256007509 0.0126626357276267 0.0312348164086902 0.0119678066002453 0.00942456310418181 0.0267229254571027 0 0
"головы" 0.00693316429618478 0.00474573053742009 0.0136165577342048 0.00626422501096239 0.0157819106079358 0.0110798062616734 0.00694107031304227 0.0119678066002453 0.0201954923661039 0.0464135021097046 0 0
"места" 0.017828136761618 0.0108473840855316 0.012569130216189 0.0187926750328872 0.00581438811871319 0.0110798062616734 0.0242937460956479 0.00598390330012267 0.0215418585238441 0.0210970464135021 0.0243131534159981 0
"моего" 0.00198090408462422 0.0101694225801859 0.0146639852522205 0.00417615000730826 0.0249188062230565 0.0158282946595334 0.0173526757826057 0.0209436615504293 0.0148100277351428 0.019690576652602 0 0
"первых" 0.0148567806346817 0.0359319597833235 0.0115217026981733 0.0104403750182707 0.00332250749640754 0.00949697679572003 0.00694107031304227 0.0209436615504293 0.0067318307887013 0 0.0486263068319961 0
"рот" 0.00693316429618478 0.00406776903207436 0.00733199262611027 0.00835230001461653 0.0124594031115283 0.0158282946595334 0.0242937460956479 0.0329114681506747 0.036351886258987 0.0225035161744023 0 0
"тема" 0.000990452042312111 0.049491189890238 0.00209485503603151 0.00417615000730826 0.00913689561512073 0.01424546519358 0.00694107031304227 0.00299195165006134 0.00807819694644155 0.00421940928270042 0 0
"третий" 0.017828136761618 0.0176269991389889 0.0115217026981733 0.0104403750182707 0.00830626874101885 0.00949697679572003 0.00347053515652114 0.0149597582503067 0.0148100277351428 0.0239099859353024 0 0
"го" 0.000990452042312111 0.00677961505345726 0.00628456510809452 0 0.0531601199425206 0.00158282946595334 0.0242937460956479 0.00598390330012267 0.0161563938928831 0.00843881856540084 0 0
"надежда" 0.00396180816924844 0.00745757655880299 0.0314228255404726 0.00208807500365413 0.00166125374820377 0.00474848839786001 0 0.00299195165006134 0.0632792094137922 0.0126582278481013 0.0243131534159981 0
"столько" 0.0168376847193059 0.00881349956949444 0.0303753980224568 0.0292330500511578 0.0124594031115283 0.0158282946595334 0.00347053515652114 0.0119678066002453 0.00134636615774026 0.00562587904360056 0.0243131534159981 0
"странно" 0.0316944653539876 0.0155931146229517 0.00733199262611027 0.0146165250255789 0.014120656859732 0.0126626357276267 0.00347053515652114 0 0.0161563938928831 0.00140646976090014 0.0243131534159981 0
"тихо" 0.0207994928885543 0.00610165354811154 0.012569130216189 0.0334092000584661 0.0149512837338339 0.00791414732976669 0.0104116054695634 0.017951709900368 0.0134636615774026 0.0126582278481013 0 0
"тридцать" 0.044570341904045 0.00813553806414872 0.00837942014412603 0.0125284500219248 0.00996752248922262 0.00474848839786001 0.0104116054695634 0 0.00942456310418181 0.0168776371308017 0.0243131534159981 0
"голова" 0.0128758765500574 0.00406776903207436 0.0115217026981733 0.00417615000730826 0.00996752248922262 0.0126626357276267 0.00694107031304227 0.0508631780510427 0.0269273231548052 0.0239099859353024 0 0
"давай" 0.0158472326769938 0 0.0199011228422993 0.0187926750328872 0.0199350449784452 0.00791414732976669 0 0.017951709900368 0.0255809569970649 0.0112517580872011 0.0486263068319961 0
"угодно" 0.0287231092270512 0.0210168066657175 0.012569130216189 0.0208807500365413 0.00249188062230565 0.0174111241254867 0.00694107031304227 0.0119678066002453 0.00403909847322078 0.00281293952180028 0.0243131534159981 0
"вид" 0.017828136761618 0.00474573053742009 0.00942684766214178 0.0104403750182707 0.0282413137194641 0.0189939535914401 0.0312348164086902 0.008975854950184 0.00807819694644155 0.00562587904360056 0 0
"груди" 0.00594271225387267 0.00338980752672863 0.00942684766214178 0.00626422501096239 0.0124594031115283 0.00791414732976669 0.00694107031304227 0.0149597582503067 0.0457764493631688 0.0323488045007032 0 0
"интересно" 0.0158472326769938 0.0359319597833235 0.00628456510809452 0.00417615000730826 0.014120656859732 0.00633131786381335 0.0138821406260845 0.00598390330012267 0.00269273231548052 0 0.0243131534159981 0
"литературе" 0.00594271225387267 0.056948766449041 0 0.00208807500365413 0.00498376124461131 0.00791414732976669 0.0138821406260845 0 0.00134636615774026 0 0 0
"нравится" 0.0158472326769938 0.0379658442993607 0.00104742751801575 0.00208807500365413 0.014120656859732 0.00949697679572003 0 0.00598390330012267 0.00807819694644155 0.00281293952180028 0 0
"вами" 0.0108949724654332 0.0135592301069145 0.0188536953242836 0.0250569000438496 0.0182737912302415 0.00474848839786001 0.00347053515652114 0.00598390330012267 0.00538546463096104 0.0182841068917018 0 0
"далеко" 0.0207994928885543 0.00949146107484017 0.0293279705044411 0.0271449750475037 0.00581438811871319 0.0110798062616734 0.00347053515652114 0.00299195165006134 0.00942456310418181 0.0070323488045007 0.0486263068319961 0
"земли" 0.00594271225387267 0.0135592301069145 0.0188536953242836 0.0187926750328872 0.00415313437050942 0.00949697679572003 0.0138821406260845 0.017951709900368 0.030966421628026 0.0126582278481013 0 0
"мат" 0 0.000677961505345726 0 0 0.00249188062230565 0.153534458197474 0.0104116054695634 0.00598390330012267 0 0 0 0
"минут" 0.0108949724654332 0.00813553806414872 0.0272331154684096 0.031321125054812 0.00747564186691696 0.00949697679572003 0.00347053515652114 0.0119678066002453 0.0148100277351428 0.0154711673699015 0 0
"одним" 0.00792361633849689 0.0257625372031376 0.0136165577342048 0.00835230001461653 0.00747564186691696 0.0126626357276267 0.0104116054695634 0.00598390330012267 0.0161563938928831 0.0126582278481013 0 0
"понимаешь" 0.0495226021156056 0.00474573053742009 0.012569130216189 0.00208807500365413 0.00581438811871319 0.0189939535914401 0.00694107031304227 0.00598390330012267 0.0148100277351428 0.00281293952180028 0 0
"понятно" 0.0277326571847391 0.0162710761282974 0.0157114127702363 0.0104403750182707 0.00996752248922262 0.0221596125233467 0.00347053515652114 0.0119678066002453 0.00269273231548052 0.00140646976090014 0 0
"рита" 0 0 0 0 0 0 0 0 0.133290249616286 0.00984528832630099 0 0
"сто" 0.00594271225387267 0.00677961505345726 0.0199011228422993 0.0187926750328872 0.0174431643561396 0.0158282946595334 0.0104116054695634 0.0119678066002453 0.0188491262083636 0.0140646976090014 0 0
"думать" 0.0307040133116754 0.0162710761282974 0.0115217026981733 0.0146165250255789 0.00830626874101885 0.01424546519358 0 0.0119678066002453 0.00538546463096104 0.0070323488045007 0 0
"души" 0.00990452042312111 0.0176269991389889 0.0146639852522205 0.00626422501096239 0.0224269256007509 0.0237424419893001 0.00347053515652114 0.00299195165006134 0.00403909847322078 0.00562587904360056 0.0243131534159981 0
"которым" 0.017828136761618 0.0183049606443346 0.00733199262611027 0.00626422501096239 0.0132900299856302 0.0221596125233467 0.0173526757826057 0.00598390330012267 0.00403909847322078 0.0126582278481013 0.0243131534159981 0
"матери" 0.0277326571847391 0.0101694225801859 0.00733199262611027 0.00835230001461653 0.0191044181043433 0.0189939535914401 0 0.00598390330012267 0.00807819694644155 0.00984528832630099 0.0243131534159981 0
"меньше" 0.0198090408462422 0.00881349956949444 0.0115217026981733 0.0208807500365413 0.0157819106079358 0.0316565893190668 0.00694107031304227 0.00299195165006134 0.0067318307887013 0.00562587904360056 0 0
"москвы" 0.00792361633849689 0.0122033070962231 0.0104742751801575 0.0146165250255789 0.0232575524748528 0.0189939535914401 0.0381758867217325 0.0119678066002453 0.00134636615774026 0.00843881856540084 0 0
"начинает" 0.00396180816924844 0.0244066141924462 0.00628456510809452 0.00626422501096239 0.0149512837338339 0.01424546519358 0.0173526757826057 0.026927564850552 0.00403909847322078 0.0168776371308017 0 0
"тела" 0.00594271225387267 0.00406776903207436 0.00628456510809452 0.0125284500219248 0.00996752248922262 0.0205767830573934 0.0138821406260845 0.0119678066002453 0.036351886258987 0.029535864978903 0 0
"берия" 0 0 0.00104742751801575 0 0.000830626874101885 0.00158282946595334 0.00347053515652114 0 0.134636615774026 0 0 0
"власть" 0.008914068380809 0.00813553806414872 0.00628456510809452 0.0229688250401954 0.0182737912302415 0.0395707366488335 0.0277642812521691 0.0119678066002453 0.00134636615774026 0.00562587904360056 0.0486263068319961 0
"знать" 0.026742205142427 0.0101694225801859 0.0209485503603151 0.0187926750328872 0.00913689561512073 0.00949697679572003 0.0104116054695634 0.008975854950184 0.0107709292619221 0.00140646976090014 0.0243131534159981 0
"конца" 0.0168376847193059 0.0155931146229517 0.00733199262611027 0.0104403750182707 0.0182737912302415 0.0205767830573934 0.0104116054695634 0.00598390330012267 0.00942456310418181 0.0070323488045007 0 0
"новой" 0.0128758765500574 0.0135592301069145 0.00628456510809452 0.0104403750182707 0.0116287762374264 0.0221596125233467 0.0104116054695634 0.017951709900368 0.00807819694644155 0.0239099859353024 0 0
"первой" 0.0158472326769938 0.0196608836550261 0.0104742751801575 0.0125284500219248 0.00830626874101885 0.01424546519358 0.0242937460956479 0.0119678066002453 0.00807819694644155 0.00843881856540084 0.0243131534159981 0
"пишет" 0.00396180816924844 0.0488132283848923 0.00418971007206301 0.00417615000730826 0.00913689561512073 0.00949697679572003 0.00694107031304227 0 0.00269273231548052 0 0.0243131534159981 0
"случилось" 0.0198090408462422 0.0115253455908773 0.0199011228422993 0.0125284500219248 0.00747564186691696 0.0110798062616734 0.0138821406260845 0.00299195165006134 0.0107709292619221 0.0154711673699015 0.0486263068319961 0
"борис" 0.0495226021156056 0.0122033070962231 0 0 0.00166125374820377 0.00474848839786001 0.0104116054695634 0.0239356132004907 0.0228882246815844 0 0.0486263068319961 0
"двери" 0.00297135612693633 0.00406776903207436 0.012569130216189 0 0.00664501499281508 0.00791414732976669 0.0138821406260845 0.0568470813511654 0.041737350889948 0.0210970464135021 0 0
"какого" 0.0118854245077453 0.0169490376336432 0.0240908329143623 0.0125284500219248 0.00664501499281508 0.00633131786381335 0.0173526757826057 0.0209436615504293 0.0107709292619221 0.0070323488045007 0 0
"собственно" 0.0198090408462422 0.0366099212886692 0.00523713759007877 0 0.00249188062230565 0.00633131786381335 0.0208232109391268 0 0.00538546463096104 0.00984528832630099 0 0
"хотелось" 0.0297135612693633 0.00813553806414872 0.0115217026981733 0.0146165250255789 0.0174431643561396 0.01424546519358 0.0104116054695634 0 0.00134636615774026 0.0126582278481013 0 0
"верно" 0.0128758765500574 0.0101694225801859 0.0188536953242836 0.0104403750182707 0.0132900299856302 0.00633131786381335 0.00347053515652114 0.062830984651288 0.00807819694644155 0.00421940928270042 0 0
"годов" 0.00297135612693633 0.0515250744062752 0 0.00208807500365413 0.00332250749640754 0.0158282946595334 0.00694107031304227 0.00598390330012267 0.00134636615774026 0.00421940928270042 0 0
"рассказ" 0.000990452042312111 0.0447454593528179 0.00418971007206301 0.0167046000292331 0.000830626874101885 0.00474848839786001 0.0589990976608593 0 0.00134636615774026 0.00140646976090014 0 0
"александр" 0.00198090408462422 0.0277964217191748 0.00418971007206301 0 0.00830626874101885 0.0126626357276267 0.00347053515652114 0.00299195165006134 0.0457764493631688 0 0 0
"могут" 0.0128758765500574 0.0244066141924462 0.00733199262611027 0.00417615000730826 0.0149512837338339 0.0174111241254867 0.0138821406260845 0.0119678066002453 0.00403909847322078 0.00421940928270042 0 0
"начал" 0.0237708490154907 0.0169490376336432 0.00628456510809452 0.0167046000292331 0.0124594031115283 0.00791414732976669 0.00694107031304227 0 0.0148100277351428 0.0070323488045007 0 0
"наше" 0.00594271225387267 0.0108473840855316 0.0115217026981733 0.0104403750182707 0.0182737912302415 0.0237424419893001 0.00694107031304227 0.0209436615504293 0.0107709292619221 0.0112517580872011 0.0243131534159981 0
"самым" 0.0207994928885543 0.022372729676409 0.0115217026981733 0.0167046000292331 0.00747564186691696 0.00949697679572003 0.0138821406260845 0.008975854950184 0.00538546463096104 0.00281293952180028 0 0
"слегка" 0.00396180816924844 0.000677961505345726 0.0115217026981733 0.0167046000292331 0.0132900299856302 0.0174111241254867 0.0312348164086902 0.0119678066002453 0.0188491262083636 0.0323488045007032 0 0
"должна" 0.0247613010578028 0.0210168066657175 0.00942684766214178 0.0125284500219248 0.0124594031115283 0.00633131786381335 0.0104116054695634 0 0.00269273231548052 0.00562587904360056 0.0243131534159981 0
"первым" 0.017828136761618 0.0115253455908773 0.00733199262611027 0.0146165250255789 0.00747564186691696 0.00474848839786001 0 0.0329114681506747 0.0242345908393247 0.0140646976090014 0 0
"слов" 0.0138663285923696 0.0122033070962231 0.0136165577342048 0.0146165250255789 0.0107981493633245 0.0237424419893001 0.0173526757826057 0.00299195165006134 0.00942456310418181 0.00984528832630099 0 0
"смотрел" 0.0168376847193059 0.00203388451603718 0.0157114127702363 0.0146165250255789 0.0157819106079358 0.00791414732976669 0.00694107031304227 0.00598390330012267 0.0228882246815844 0.0182841068917018 0 0
"шесть" 0.00198090408462422 0.00610165354811154 0.00733199262611027 0.00835230001461653 0.00498376124461131 0.00474848839786001 0.0138821406260845 0.0239356132004907 0.0336591539435065 0.0450070323488045 0 0
"волосы" 0.0138663285923696 0.00271184602138291 0.012569130216189 0.0104403750182707 0.0166125374820377 0.00949697679572003 0.00347053515652114 0.026927564850552 0.0255809569970649 0.0126582278481013 0 0
"другого" 0.0207994928885543 0.0122033070962231 0.0146639852522205 0.00417615000730826 0.0124594031115283 0.0110798062616734 0.0173526757826057 0.0119678066002453 0.00942456310418181 0.0070323488045007 0.0243131534159981 0
"дублин" 0 0 0.10369532428356 0 0 0 0 0 0 0 0 0
"кино" 0.0118854245077453 0.0122033070962231 0.00733199262611027 0.0459376500803909 0.00415313437050942 0.00791414732976669 0.0416464218782536 0.0149597582503067 0.00134636615774026 0.00984528832630099 0.12156576707999 0
"крови" 0.00396180816924844 0.0115253455908773 0.00733199262611027 0.0104403750182707 0.0124594031115283 0.00791414732976669 0.0104116054695634 0.0418873231008587 0.0242345908393247 0.0154711673699015 0 0
"молодой" 0.00594271225387267 0.0122033070962231 0.0157114127702363 0.0125284500219248 0.014120656859732 0.0126626357276267 0.0104116054695634 0.0239356132004907 0.0175027600506234 0.0070323488045007 0 0
"молча" 0.00495226021156056 0 0.00942684766214178 0.00835230001461653 0.00664501499281508 0.00158282946595334 0.00347053515652114 0.035903419800736 0.041737350889948 0.0393811533052039 0 0
"нужен" 0.0148567806346817 0.0115253455908773 0.00942684766214178 0.00208807500365413 0.0199350449784452 0.0158282946595334 0 0.00598390330012267 0.0107709292619221 0.0168776371308017 0.0243131534159981 0
"своем" 0.0128758765500574 0.000677961505345726 0.00104742751801575 0 0.0166125374820377 0.0221596125233467 0.0347053515652114 0.0299195165006133 0.0148100277351428 0.0253164556962025 0.0243131534159981 0
"силы" 0.00990452042312111 0.0203388451603718 0.012569130216189 0.00835230001461653 0.00830626874101885 0.00791414732976669 0.00694107031304227 0.017951709900368 0.0067318307887013 0.019690576652602 0.0243131534159981 0
"воздух" 0.0128758765500574 0.00542369204276581 0.00837942014412603 0.00835230001461653 0.00664501499281508 0.00791414732976669 0.0138821406260845 0.0329114681506747 0.0242345908393247 0.0267229254571027 0 0
"друзья" 0.00594271225387267 0.0122033070962231 0.00837942014412603 0.00626422501096239 0.014120656859732 0.0110798062616734 0.0242937460956479 0.00299195165006134 0.0269273231548052 0.0154711673699015 0 0
"идея" 0.00495226021156056 0.0216947681710632 0.00523713759007877 0 0.00830626874101885 0.0269081009212068 0.0277642812521691 0.008975854950184 0.00403909847322078 0.0210970464135021 0 0
"имя" 0.00594271225387267 0.0115253455908773 0.00942684766214178 0.0208807500365413 0.014120656859732 0.0189939535914401 0.0173526757826057 0.0119678066002453 0.00403909847322078 0.0182841068917018 0.0486263068319961 0
"литературы" 0.00495226021156056 0.0386438058047064 0.00314228255404726 0.00417615000730826 0.00415313437050942 0.0348222482509734 0.0138821406260845 0 0 0 0 0
"любят" 0.00693316429618478 0.0155931146229517 0.00733199262611027 0.00835230001461653 0.0191044181043433 0.0348222482509734 0.0104116054695634 0.00598390330012267 0.00538546463096104 0.00281293952180028 0.0243131534159981 0
"николай" 0.00198090408462422 0.00677961505345726 0.00942684766214178 0 0.029071940593566 0.00791414732976669 0.00347053515652114 0.0119678066002453 0.0350055201012467 0.00843881856540084 0 0
"никому" 0.026742205142427 0.00813553806414872 0.00628456510809452 0.0187926750328872 0.014120656859732 0.0158282946595334 0 0.00299195165006134 0.0107709292619221 0.00984528832630099 0.0243131534159981 0
"новые" 0.00990452042312111 0.0142371916122603 0.0136165577342048 0.00626422501096239 0.00830626874101885 0.0189939535914401 0.0312348164086902 0.00598390330012267 0.00403909847322078 0.019690576652602 0.0243131534159981 0
"своему" 0.00693316429618478 0.0122033070962231 0.00942684766214178 0.0104403750182707 0.00830626874101885 0.0237424419893001 0.0173526757826057 0.00299195165006134 0.0148100277351428 0.0225035161744023 0.0243131534159981 0
"велика" 0.000990452042312111 0.00338980752672863 0.0911261940673705 0.00208807500365413 0.000830626874101885 0.00158282946595334 0 0.00299195165006134 0 0 0 0
"вниз" 0.00594271225387267 0.00338980752672863 0.00628456510809452 0.00208807500365413 0.0124594031115283 0.00791414732976669 0.0208232109391268 0.00598390330012267 0.0430837170476883 0.0267229254571027 0 0
"невозможно" 0.0108949724654332 0.0305082677405577 0.00418971007206301 0.00417615000730826 0.00498376124461131 0.01424546519358 0.0242937460956479 0.00299195165006134 0.00269273231548052 0.0126582278481013 0.0243131534159981 0
"никого" 0.0247613010578028 0.00745757655880299 0.012569130216189 0.0167046000292331 0.0124594031115283 0.00633131786381335 0.00347053515652114 0.008975854950184 0.0134636615774026 0.0112517580872011 0 0
"xx" 0 0.0522030359116209 0.00209485503603151 0.00417615000730826 0.00249188062230565 0.00949697679572003 0 0 0.00403909847322078 0.00281293952180028 0.0243131534159981 0
"алексей" 0 0.0122033070962231 0 0 0.000830626874101885 0 0.00347053515652114 0 0.00269273231548052 0.10407876230661 0 0
"готов" 0.0148567806346817 0.00881349956949444 0.00628456510809452 0.00417615000730826 0.014120656859732 0.0221596125233467 0.0104116054695634 0.017951709900368 0.0161563938928831 0.0112517580872011 0 0
"кивнул" 0.0168376847193059 0 0.00314228255404726 0 0.0199350449784452 0 0 0 0.0390446185744675 0.0323488045007032 0 0
"лизавета" 0 0.000677961505345726 0 0 0.078909553039679 0 0 0 0 0 0 0
"момент" 0.0188185888039301 0.0210168066657175 0.00628456510809452 0.00417615000730826 0.0157819106079358 0.0110798062616734 0.0138821406260845 0.00598390330012267 0.00269273231548052 0.00562587904360056 0 0
"написать" 0.0118854245077453 0.0433895363421265 0.00314228255404726 0.00417615000730826 0.00249188062230565 0.00474848839786001 0.0242937460956479 0 0 0.00281293952180028 0 0
