"Bykov_Iyun" "Bykov_Sto_Nochey" "Erofeev_Akimudy" "Erofeev_Apokalipsis" "Sorokin_Istoria" "Sorokin_Manaraga" "Sorokin_Oprichnik" "Sorokin_Salo"
"настоящий" 0.00594271225387267 0.0142371916122603 0.00581438811871319 0.00316565893190668 0.0104116054695634 0.00259369731552328 0 0.00134636615774026
"началась" 0.00693316429618478 0.00474573053742009 0.00830626874101885 0.00949697679572003 0.00694107031304227 0.0207495785241862 0.00299195165006134 0
"пиво" 0.00396180816924844 0.000677961505345726 0.00830626874101885 0.00633131786381335 0.00694107031304227 0.00778109194656984 0.00299195165006134 0.0215418585238441
"пожалуйста" 0.0108949724654332 0.00542369204276581 0.00913689561512073 0 0.00694107031304227 0.00259369731552328 0.00598390330012267 0.00807819694644155
"приехали" 0.008914068380809 0.00203388451603718 0.0116287762374264 0.0126626357276267 0.00347053515652114 0 0.0119678066002453 0.00269273231548052
"радость" 0.0108949724654332 0.00271184602138291 0.00498376124461131 0.00949697679572003 0 0.018155881208663 0.008975854950184 0.00538546463096104
"раздался" 0 0 0.0149512837338339 0.00158282946595334 0.00347053515652114 0.00259369731552328 0 0.0269273231548052
"разница" 0.00990452042312111 0.00406776903207436 0.00996752248922262 0.01424546519358 0.00347053515652114 0.00518739463104656 0 0.00134636615774026
"рода" 0.00792361633849689 0.0142371916122603 0.00415313437050942 0.00158282946595334 0.00347053515652114 0 0 0.0067318307887013
"сидели" 0.00297135612693633 0.00271184602138291 0.0132900299856302 0.00316565893190668 0.00347053515652114 0.00518739463104656 0 0.0175027600506234
"смешно" 0.0118854245077453 0.00677961505345726 0.00332250749640754 0.00316565893190668 0.0277642812521691 0.0103747892620931 0 0.00134636615774026
"собственной" 0.00693316429618478 0.0155931146229517 0.00332250749640754 0.00474848839786001 0.00347053515652114 0.00259369731552328 0 0.00269273231548052
"столу" 0.00297135612693633 0.00135592301069145 0.00581438811871319 0 0.00347053515652114 0.018155881208663 0.0209436615504293 0.0188491262083636
"считает" 0.00297135612693633 0.00542369204276581 0.00830626874101885 0.0300737598531134 0 0 0 0.00134636615774026
"твое" 0.00495226021156056 0 0.00498376124461131 0.00949697679572003 0.00347053515652114 0.0103747892620931 0.00299195165006134 0.0242345908393247
"человечества" 0.00297135612693633 0.0128812686015688 0.00581438811871319 0.00633131786381335 0.0104116054695634 0.0103747892620931 0 0.00134636615774026
"чрезвычайно" 0.00297135612693633 0.014915153117606 0 0 0 0.00259369731552328 0.00299195165006134 0.0188491262083636
"александра" 0.00198090408462422 0.0142371916122603 0.00166125374820377 0 0 0 0 0.0201954923661039
"ваше" 0.000990452042312111 0.0115253455908773 0.00332250749640754 0.00474848839786001 0.00694107031304227 0.00778109194656984 0.00598390330012267 0.0107709292619221
"возможность" 0.00495226021156056 0.00610165354811154 0.00498376124461131 0.0237424419893001 0.0138821406260845 0 0 0.00134636615774026
"гитлера" 0.00297135612693633 0.00203388451603718 0 0.00791414732976669 0 0 0 0.0390446185744675
"дай" 0.00297135612693633 0.00406776903207436 0.00996752248922262 0.00474848839786001 0.00347053515652114 0.00778109194656984 0.008975854950184 0.0121172954196623
"делают" 0.00594271225387267 0.00338980752672863 0.00913689561512073 0.0158282946595334 0.00694107031304227 0.00778109194656984 0 0.00403909847322078
"изо" 0.00396180816924844 0.00135592301069145 0.0116287762374264 0.00316565893190668 0.00347053515652114 0.00259369731552328 0.00598390330012267 0.0188491262083636
"карпенкофф" 0 0 0 0 0 0 0 0.0538546463096104
"кричит" 0.000990452042312111 0.00881349956949444 0.00498376124461131 0.00316565893190668 0 0.0103747892620931 0.026927564850552 0.0067318307887013
"кухня" 0 0 0.000830626874101885 0.00791414732976669 0.00347053515652114 0.0804046167812216 0.00299195165006134 0.00134636615774026
"мертвецов" 0 0.00135592301069145 0.029071940593566 0.00316565893190668 0 0 0.00299195165006134 0
"миф" 0.000990452042312111 0.00542369204276581 0.0191044181043433 0.00474848839786001 0.0104116054695634 0.00518739463104656 0 0
"мо" 0 0 0.0307331943417697 0 0 0.00259369731552328 0 0.00269273231548052
"назвал" 0.00198090408462422 0.0142371916122603 0.00498376124461131 0.00633131786381335 0.0104116054695634 0.00259369731552328 0.00299195165006134 0.00269273231548052
"ногами" 0.000990452042312111 0.00338980752672863 0.0107981493633245 0.00474848839786001 0.0138821406260845 0.00259369731552328 0.00598390330012267 0.0148100277351428
"обо" 0.00990452042312111 0.00677961505345726 0.00830626874101885 0.00474848839786001 0.00347053515652114 0.00778109194656984 0 0.00403909847322078
"огромный" 0.000990452042312111 0.0101694225801859 0.00249188062230565 0.00158282946595334 0.00694107031304227 0.0155621838931397 0 0.0161563938928831
"ответила" 0.0138663285923696 0.000677961505345726 0.0124594031115283 0.00316565893190668 0.00347053515652114 0.00259369731552328 0 0.00807819694644155
"ох" 0.00297135612693633 0.00542369204276581 0.000830626874101885 0.00316565893190668 0.0173526757826057 0.00778109194656984 0.053855129701104 0
"память" 0.00495226021156056 0.00610165354811154 0.00415313437050942 0.01424546519358 0.0104116054695634 0.00518739463104656 0.0119678066002453 0.00403909847322078
"плечами" 0.00495226021156056 0.000677961505345726 0.014120656859732 0.00316565893190668 0.00347053515652114 0.00259369731552328 0.0149597582503067 0.0107709292619221
"площадь" 0.000990452042312111 0.00338980752672863 0.0124594031115283 0.00474848839786001 0.0138821406260845 0.00259369731552328 0.0209436615504293 0.00538546463096104
"повести" 0 0.0250845756977919 0.000830626874101885 0 0.00347053515652114 0 0 0.00134636615774026
"поздно" 0.00990452042312111 0.00542369204276581 0.00415313437050942 0.00474848839786001 0.0138821406260845 0.00518739463104656 0.00299195165006134 0.00942456310418181
"полный" 0.00297135612693633 0.00542369204276581 0.00581438811871319 0.0126626357276267 0.0138821406260845 0.00778109194656984 0.00299195165006134 0.00807819694644155
"положено" 0.0158472326769938 0 0.00166125374820377 0.00158282946595334 0.0104116054695634 0.0207495785241862 0.026927564850552 0.00134636615774026
"получается" 0.00396180816924844 0.00542369204276581 0.00249188062230565 0.0205767830573934 0.0104116054695634 0.0103747892620931 0.0119678066002453 0.00134636615774026
"посмотреть" 0.00990452042312111 0.00406776903207436 0.00664501499281508 0.00949697679572003 0.00347053515652114 0.00259369731552328 0 0.0107709292619221
"поэма" 0.000990452042312111 0.022372729676409 0 0.00158282946595334 0.00347053515652114 0 0.0119678066002453 0
"произведение" 0 0.0210168066657175 0.00249188062230565 0.00633131786381335 0.00347053515652114 0 0 0.00134636615774026
"рассказать" 0.00990452042312111 0.00813553806414872 0.00415313437050942 0.00949697679572003 0.00347053515652114 0.0103747892620931 0.00299195165006134 0.00134636615774026
"ре" 0 0 0.0182737912302415 0.0269081009212068 0 0 0 0.00134636615774026
"русском" 0.000990452042312111 0.00949146107484017 0.00415313437050942 0.0189939535914401 0.0104116054695634 0.00259369731552328 0 0.00538546463096104
"стакан" 0 0.00135592301069145 0.00332250749640754 0 0.0173526757826057 0.0129684865776164 0.008975854950184 0.0282736893125454
"ся" 0 0 0.0332250749640754 0 0 0 0 0
"твоей" 0.00297135612693633 0.00135592301069145 0.0157819106079358 0.00791414732976669 0 0.00259369731552328 0 0.0134636615774026
"убили" 0.0108949724654332 0.00474573053742009 0.0107981493633245 0.00158282946595334 0.00347053515652114 0.00518739463104656 0.00299195165006134 0.00538546463096104
"чехова" 0 0.0108473840855316 0.00166125374820377 0.0189939535914401 0 0.0103747892620931 0.00299195165006134 0.0067318307887013
"антон" 0 0 0 0.00633131786381335 0 0.00259369731552328 0.008975854950184 0.041737350889948
"белого" 0 0.00610165354811154 0.00415313437050942 0.00316565893190668 0.0104116054695634 0.0103747892620931 0.0209436615504293 0.0121172954196623
"блока" 0 0.0257625372031376 0 0.00158282946595334 0 0 0 0
"виски" 0.000990452042312111 0.00135592301069145 0.0166125374820377 0.00633131786381335 0.00694107031304227 0.00778109194656984 0.00598390330012267 0.0067318307887013
"вопросов" 0.00396180816924844 0.0115253455908773 0.00332250749640754 0 0.00347053515652114 0.00518739463104656 0.017951709900368 0.0067318307887013
"впечатление" 0.00396180816924844 0.00677961505345726 0.00581438811871319 0.0189939535914401 0.0138821406260845 0 0.00299195165006134 0.00134636615774026
"гениальный" 0 0.0237286526871004 0.00166125374820377 0.00158282946595334 0 0 0 0.00134636615774026
"герои" 0.00198090408462422 0.0210168066657175 0 0.00158282946595334 0.0104116054695634 0.00259369731552328 0.00299195165006134 0
"дверью" 0.00396180816924844 0.00135592301069145 0.00498376124461131 0.00633131786381335 0.00347053515652114 0.00259369731552328 0.008975854950184 0.0242345908393247
"друзей" 0.00495226021156056 0.00203388451603718 0.00913689561512073 0.0205767830573934 0.0104116054695634 0 0 0.00538546463096104
"дурак" 0.00792361633849689 0.00338980752672863 0.00830626874101885 0.00474848839786001 0 0.00778109194656984 0.0149597582503067 0.0067318307887013
"ждать" 0.0138663285923696 0.00203388451603718 0.00332250749640754 0.00474848839786001 0.00694107031304227 0.00259369731552328 0.008975854950184 0.0121172954196623
"зала" 0.000990452042312111 0.000677961505345726 0.00415313437050942 0.00158282946595334 0 0.00259369731552328 0.026927564850552 0.0282736893125454
"кабинет" 0.00396180816924844 0.000677961505345726 0.0132900299856302 0.00316565893190668 0.00347053515652114 0.0103747892620931 0.008975854950184 0.0107709292619221
"кейс" 0 0 0.00664501499281508 0 0 0.0363117624173259 0 0.0228882246815844
"кофе" 0 0.000677961505345726 0.0116287762374264 0.0110798062616734 0.0208232109391268 0.00259369731552328 0.00299195165006134 0.0121172954196623
"любимый" 0.00297135612693633 0.0135592301069145 0.00498376124461131 0.00316565893190668 0 0.00778109194656984 0.00299195165006134 0.00538546463096104
"мертвый" 0.00693316429618478 0 0.0232575524748528 0.00316565893190668 0 0.00518739463104656 0 0
"миру" 0.000990452042312111 0.00881349956949444 0.00498376124461131 0.00791414732976669 0.00694107031304227 0.0311243677862793 0 0
"можешь" 0.0198090408462422 0.00338980752672863 0.00581438811871319 0.00316565893190668 0.00347053515652114 0.00518739463104656 0 0.00269273231548052
"наиболее" 0.00396180816924844 0.014915153117606 0.00332250749640754 0.00791414732976669 0.00694107031304227 0 0 0.00269273231548052
"нашел" 0.008914068380809 0 0.0107981493633245 0.01424546519358 0.00694107031304227 0 0 0.00807819694644155
"нашем" 0 0.00271184602138291 0.00747564186691696 0.00633131786381335 0.0173526757826057 0.0363117624173259 0.00598390330012267 0.00134636615774026
"ног" 0.000990452042312111 0.00406776903207436 0.00913689561512073 0.00474848839786001 0.0138821406260845 0.00778109194656984 0.00598390330012267 0.0121172954196623
"окончательно" 0.0128758765500574 0.000677961505345726 0.00747564186691696 0.0110798062616734 0.0104116054695634 0.00259369731552328 0.008975854950184 0.00269273231548052
"пахнет" 0.00495226021156056 0.00474573053742009 0.00830626874101885 0.00633131786381335 0.00694107031304227 0.0129684865776164 0.00299195165006134 0.0067318307887013
"подходит" 0.000990452042312111 0.00406776903207436 0.00415313437050942 0 0.00694107031304227 0.0259369731552328 0.026927564850552 0.00807819694644155
"получилось" 0.008914068380809 0.00677961505345726 0.00581438811871319 0.00633131786381335 0.00694107031304227 0.0103747892620931 0 0.00403909847322078
"помощью" 0.00297135612693633 0.0169490376336432 0.00415313437050942 0.00633131786381335 0 0.00518739463104656 0 0
"поставил" 0.00594271225387267 0.00203388451603718 0.00332250749640754 0.00316565893190668 0.00694107031304227 0.0155621838931397 0.008975854950184 0.0175027600506234
"появляется" 0 0.0135592301069145 0.00415313437050942 0.00316565893190668 0 0.0129684865776164 0.008975854950184 0.00538546463096104
"простой" 0.00396180816924844 0.00677961505345726 0.00415313437050942 0.00633131786381335 0.00694107031304227 0.00259369731552328 0.00598390330012267 0.0148100277351428
"пытается" 0.000990452042312111 0.0216947681710632 0.00249188062230565 0.00158282946595334 0 0.00259369731552328 0.00299195165006134 0
"рассказов" 0.000990452042312111 0.0155931146229517 0 0.00158282946595334 0.0242937460956479 0.0155621838931397 0 0.00134636615774026
"ребята" 0.00297135612693633 0.0128812686015688 0.00664501499281508 0.00158282946595334 0.00347053515652114 0.00778109194656984 0.008975854950184 0.00134636615774026
"русски" 0.00297135612693633 0.00135592301069145 0.00830626874101885 0.00949697679572003 0.0104116054695634 0.00778109194656984 0 0.0161563938928831
"савелий" 0 0 0 0 0 0 0.00598390330012267 0.0498155478363896
"смысла" 0.00693316429618478 0.0101694225801859 0.00415313437050942 0.0110798062616734 0.0104116054695634 0 0 0.00269273231548052
"судя" 0.00396180816924844 0.00203388451603718 0.00913689561512073 0.0110798062616734 0.0138821406260845 0.00778109194656984 0.0119678066002453 0.00403909847322078
"увидеть" 0.00693316429618478 0.00949146107484017 0.00249188062230565 0.0110798062616734 0.0138821406260845 0.00518739463104656 0.00299195165006134 0.00134636615774026
"часы" 0.000990452042312111 0.00135592301069145 0.00332250749640754 0.00158282946595334 0.00694107031304227 0.0155621838931397 0.0239356132004907 0.0201954923661039
"чтоб" 0.00792361633849689 0.00677961505345726 0 0.00158282946595334 0.00694107031304227 0.00518739463104656 0.0209436615504293 0.0121172954196623
"ярко" 0.000990452042312111 0.00203388451603718 0.00498376124461131 0.00949697679572003 0.0104116054695634 0.0207495785241862 0 0.0161563938928831
"ай" 0.00198090408462422 0.00271184602138291 0.000830626874101885 0.00158282946595334 0 0.00778109194656984 0 0.036351886258987
"боится" 0.000990452042312111 0.00813553806414872 0.00830626874101885 0.0174111241254867 0.00347053515652114 0 0.00299195165006134 0.00269273231548052
"больно" 0.008914068380809 0.00542369204276581 0.00830626874101885 0.00949697679572003 0.00347053515652114 0.00259369731552328 0.00299195165006134 0.00269273231548052
"великой" 0 0.00406776903207436 0.00664501499281508 0.00474848839786001 0.00694107031304227 0.0155621838931397 0.017951709900368 0.00942456310418181
"вкус" 0.00396180816924844 0.00677961505345726 0.00249188062230565 0.00791414732976669 0.0381758867217325 0.00518739463104656 0 0.00403909847322078
"вслед" 0.00693316429618478 0.00338980752672863 0.00913689561512073 0.00633131786381335 0 0.00259369731552328 0.00598390330012267 0.0107709292619221
"второго" 0.00990452042312111 0.00813553806414872 0.00166125374820377 0.00474848839786001 0.00694107031304227 0.0103747892620931 0.00299195165006134 0.00538546463096104
"вчера" 0.00792361633849689 0.00135592301069145 0.00830626874101885 0.00316565893190668 0.00694107031304227 0.0155621838931397 0.00299195165006134 0.00942456310418181
"гений" 0.000990452042312111 0.014915153117606 0.00747564186691696 0.00949697679572003 0 0 0 0
"добро" 0 0.00610165354811154 0.00581438811871319 0 0 0.0518739463104656 0.00299195165006134 0.00134636615774026
"дон" 0.00495226021156056 0.0155931146229517 0.00166125374820377 0.00474848839786001 0 0.0129684865776164 0 0
"европе" 0.00198090408462422 0.000677961505345726 0.00664501499281508 0.0253252714552534 0.0104116054695634 0.0129684865776164 0.008975854950184 0
"европы" 0.008914068380809 0.00338980752672863 0.00166125374820377 0.0205767830573934 0.0138821406260845 0.0129684865776164 0 0
"желание" 0.00495226021156056 0.0128812686015688 0.00249188062230565 0.00949697679572003 0.00694107031304227 0.00518739463104656 0 0.00134636615774026
"живых" 0.00198090408462422 0.00271184602138291 0.0191044181043433 0.00158282946595334 0.00347053515652114 0.00518739463104656 0 0.0067318307887013
"зло" 0.00594271225387267 0.0128812686015688 0.00415313437050942 0.00158282946595334 0.00347053515652114 0.00259369731552328 0 0.0067318307887013
"зовут" 0.00198090408462422 0.00542369204276581 0.0116287762374264 0.00633131786381335 0.00694107031304227 0.00259369731552328 0.017951709900368 0.00134636615774026
"круг" 0.00693316429618478 0.00677961505345726 0.00498376124461131 0.00633131786381335 0 0.018155881208663 0 0.00538546463096104
"культура" 0.00198090408462422 0.00881349956949444 0.00415313437050942 0.0269081009212068 0 0 0 0.00134636615774026
"лестнице" 0.00792361633849689 0.000677961505345726 0.00498376124461131 0.00158282946595334 0.00347053515652114 0.0103747892620931 0.008975854950184 0.0188491262083636
"любовью" 0.00396180816924844 0.00949146107484017 0.00498376124461131 0.0110798062616734 0 0 0.00299195165006134 0.00807819694644155
"мальчика" 0.00198090408462422 0.0108473840855316 0.00498376124461131 0.00158282946595334 0.00694107031304227 0.00778109194656984 0.00598390330012267 0.00807819694644155
"ме" 0.000990452042312111 0 0.029071940593566 0 0 0 0 0.00269273231548052
"народу" 0.00198090408462422 0.00542369204276581 0.0107981493633245 0.0110798062616734 0 0.00259369731552328 0.0119678066002453 0.00403909847322078
"ничем" 0.0168376847193059 0.00406776903207436 0.00249188062230565 0.00791414732976669 0.0104116054695634 0 0.00598390330012267 0.00269273231548052
"ничто" 0.00792361633849689 0.00813553806414872 0.00581438811871319 0.00633131786381335 0.00694107031304227 0.00259369731552328 0.00299195165006134 0.00403909847322078
"ой" 0.00198090408462422 0.00135592301069145 0.0132900299856302 0.00316565893190668 0.00347053515652114 0.00259369731552328 0.0209436615504293 0.00942456310418181
"отвечает" 0.000990452042312111 0.00677961505345726 0.00498376124461131 0.01424546519358 0 0.0103747892620931 0.0149597582503067 0.00403909847322078
"памяти" 0.00693316429618478 0.0122033070962231 0.00166125374820377 0 0.0242937460956479 0.00259369731552328 0 0.00403909847322078
"плечи" 0.00495226021156056 0 0.00581438811871319 0.00633131786381335 0.00347053515652114 0.0129684865776164 0 0.0215418585238441
"поехал" 0.008914068380809 0.00406776903207436 0.00581438811871319 0.00316565893190668 0.0104116054695634 0 0.00299195165006134 0.0134636615774026
"порядке" 0.00594271225387267 0.00542369204276581 0.00498376124461131 0.00949697679572003 0.0104116054695634 0.00778109194656984 0 0.00807819694644155
"поэтов" 0.000990452042312111 0.0169490376336432 0.00249188062230565 0.00316565893190668 0.0208232109391268 0 0.00299195165006134 0
"признаться" 0.000990452042312111 0.00203388451603718 0.00166125374820377 0.00316565893190668 0.0381758867217325 0.0363117624173259 0.00299195165006134 0.00538546463096104
"прозу" 0.000990452042312111 0.0189829221496803 0.00166125374820377 0.00158282946595334 0.0138821406260845 0.00518739463104656 0 0
"процесс" 0.00198090408462422 0.00338980752672863 0.000830626874101885 0.00316565893190668 0.0381758867217325 0.0311243677862793 0 0.0067318307887013
"редко" 0.00693316429618478 0.00338980752672863 0.00415313437050942 0.0174111241254867 0.00694107031304227 0.0155621838931397 0.00299195165006134 0.00134636615774026
"результате" 0.000990452042312111 0.0155931146229517 0.00498376124461131 0.00949697679572003 0.00347053515652114 0 0 0.00134636615774026
"смотрю" 0.00495226021156056 0.00203388451603718 0.00996752248922262 0.00474848839786001 0 0.0103747892620931 0.0209436615504293 0.00538546463096104
"страшные" 0.00396180816924844 0.0176269991389889 0.00415313437050942 0.00158282946595334 0 0 0 0.00269273231548052
"текста" 0.00594271225387267 0.0176269991389889 0.00249188062230565 0.00474848839786001 0 0 0 0
"убил" 0.008914068380809 0.0108473840855316 0.00415313437050942 0.00791414732976669 0 0.00259369731552328 0 0.00269273231548052
"умирает" 0.00198090408462422 0.0216947681710632 0.00166125374820377 0.00316565893190668 0 0 0 0
"цвет" 0.000990452042312111 0.00406776903207436 0.00498376124461131 0.00633131786381335 0.0104116054695634 0.0155621838931397 0.00598390330012267 0.0134636615774026
"черный" 0 0 0.00747564186691696 0.0110798062616734 0.00694107031304227 0.0233432758397095 0.0149597582503067 0.00807819694644155
"чувства" 0.00792361633849689 0.00949146107484017 0.00498376124461131 0.0110798062616734 0 0.00259369731552328 0 0.00269273231548052
"школе" 0.0118854245077453 0.00542369204276581 0.00581438811871319 0.00633131786381335 0.0173526757826057 0.00518739463104656 0 0
"шли" 0.00594271225387267 0.00338980752672863 0.0157819106079358 0.00791414732976669 0.00347053515652114 0.00259369731552328 0 0.00134636615774026
"book" 0 0.00135592301069145 0 0 0 0.0907794060433147 0 0
"xix" 0 0.0101694225801859 0.00332250749640754 0.0126626357276267 0.0173526757826057 0.00778109194656984 0 0.00269273231548052
"бродский" 0 0.0237286526871004 0 0 0.00694107031304227 0 0 0
"вверх" 0.00198090408462422 0.00135592301069145 0.00664501499281508 0.00633131786381335 0 0.0103747892620931 0.0239356132004907 0.0121172954196623
"везде" 0.008914068380809 0.00881349956949444 0.00498376124461131 0.00633131786381335 0.00347053515652114 0.00259369731552328 0.008975854950184 0
"верить" 0.00495226021156056 0.00542369204276581 0.0124594031115283 0.0126626357276267 0.00347053515652114 0 0 0
"весьма" 0.00495226021156056 0.00745757655880299 0.00332250749640754 0 0.0173526757826057 0.0129684865776164 0.00299195165006134 0.00807819694644155
"враг" 0.0108949724654332 0.00338980752672863 0.00581438811871319 0.0158282946595334 0 0.00259369731552328 0 0.00403909847322078
"голубого" 0 0.00203388451603718 0.000830626874101885 0 0 0.00259369731552328 0.008975854950184 0.0390446185744675
"дней" 0.00495226021156056 0.00474573053742009 0.00415313437050942 0.00474848839786001 0.0242937460956479 0.0103747892620931 0.0149597582503067 0.00134636615774026
"дни" 0.008914068380809 0.00610165354811154 0.00747564186691696 0.00791414732976669 0 0.00259369731552328 0.00598390330012267 0.00269273231548052
"живот" 0.00297135612693633 0.00203388451603718 0.00830626874101885 0.00633131786381335 0.00347053515652114 0.0155621838931397 0.00299195165006134 0.0121172954196623
"закон" 0.00495226021156056 0.00271184602138291 0.00249188062230565 0.01424546519358 0 0.00778109194656984 0.026927564850552 0.00538546463096104
"закричал" 0.00396180816924844 0.000677961505345726 0.00498376124461131 0 0 0.00259369731552328 0 0.0336591539435065
"иванович" 0 0.00406776903207436 0.0191044181043433 0 0 0 0.017951709900368 0.00269273231548052
"началось" 0.008914068380809 0.00338980752672863 0.00581438811871319 0.00633131786381335 0.0104116054695634 0.0103747892620931 0.00598390330012267 0.00403909847322078
"основном" 0.00495226021156056 0.00610165354811154 0.00664501499281508 0.01424546519358 0.00694107031304227 0.00518739463104656 0.00299195165006134 0.00134636615774026
"острова" 0.000990452042312111 0.00338980752672863 0.0132900299856302 0.0174111241254867 0.00347053515652114 0.00778109194656984 0 0
"пил" 0.00198090408462422 0.00271184602138291 0.0107981493633245 0.00474848839786001 0.0173526757826057 0.00259369731552328 0.00598390330012267 0.00942456310418181
"показать" 0.0108949724654332 0.00677961505345726 0.00664501499281508 0.00633131786381335 0.00347053515652114 0.00259369731552328 0.00299195165006134 0.00134636615774026
"пола" 0 0.00610165354811154 0.00249188062230565 0 0 0.00259369731552328 0.00598390330012267 0.0296200554702857
"посмотрела" 0.00495226021156056 0 0.014120656859732 0.00158282946595334 0 0.00778109194656984 0 0.0148100277351428
"почувствовал" 0.0168376847193059 0.00406776903207436 0.00581438811871319 0.00474848839786001 0.00694107031304227 0 0 0.00269273231548052
"пришлось" 0.008914068380809 0.00271184602138291 0.00332250749640754 0.00316565893190668 0.0104116054695634 0.0285306704707561 0.00299195165006134 0.00403909847322078
"пятнадцать" 0.00495226021156056 0.0108473840855316 0.00166125374820377 0.0110798062616734 0.00347053515652114 0.0103747892620931 0.00299195165006134 0.00134636615774026
"разговоры" 0.0188185888039301 0.00542369204276581 0.00415313437050942 0 0 0 0.008975854950184 0.00269273231548052
"разумеется" 0.0277326571847391 0.00542369204276581 0 0.00158282946595334 0 0 0 0
"ровно" 0.0138663285923696 0.00813553806414872 0.00498376124461131 0.00316565893190668 0.00347053515652114 0 0.00299195165006134 0.00134636615774026
"слушай" 0.0118854245077453 0.00203388451603718 0.00664501499281508 0.00791414732976669 0 0 0.0119678066002453 0.0067318307887013
"союз" 0.008914068380809 0.00406776903207436 0.00996752248922262 0.00791414732976669 0 0.00518739463104656 0.00598390330012267 0.00134636615774026
"сперва" 0.00495226021156056 0.000677961505345726 0.000830626874101885 0 0.0173526757826057 0.0259369731552328 0.035903419800736 0.00403909847322078
"станет" 0.0108949724654332 0.00338980752672863 0.00415313437050942 0.0205767830573934 0.00347053515652114 0.00259369731552328 0.00299195165006134 0
"старые" 0.00396180816924844 0.00271184602138291 0.00664501499281508 0.00791414732976669 0.00694107031304227 0.018155881208663 0.008975854950184 0.00538546463096104
"стиль" 0.008914068380809 0.00745757655880299 0.00498376124461131 0.00158282946595334 0.0242937460956479 0.00778109194656984 0 0
"стороне" 0.00198090408462422 0.00745757655880299 0.0107981493633245 0.00949697679572003 0 0 0.00299195165006134 0.00538546463096104
"темно" 0.00396180816924844 0.00135592301069145 0.00415313437050942 0.00158282946595334 0 0.00259369731552328 0.0149597582503067 0.0255809569970649
"темноте" 0.00594271225387267 0.00135592301069145 0.00332250749640754 0.00316565893190668 0.00347053515652114 0.00518739463104656 0.0299195165006133 0.0134636615774026
"удовольствием" 0.00396180816924844 0.00406776903207436 0.00664501499281508 0.00633131786381335 0.00347053515652114 0.0103747892620931 0 0.0134636615774026
"чисто" 0.00594271225387267 0.00813553806414872 0.00166125374820377 0.00316565893190668 0.0104116054695634 0.0233432758397095 0.00598390330012267 0.00134636615774026
"школы" 0.008914068380809 0.00881349956949444 0.000830626874101885 0.00633131786381335 0.0138821406260845 0 0.00299195165006134 0.0067318307887013
"юмор" 0 0.00474573053742009 0.00166125374820377 0.0379879071828801 0.00347053515652114 0 0.00299195165006134 0.00269273231548052
"блюдо" 0.000990452042312111 0.000677961505345726 0.000830626874101885 0.00316565893190668 0.0381758867217325 0.0311243677862793 0.008975854950184 0.0067318307887013
"боже" 0.0118854245077453 0.00203388451603718 0.00581438811871319 0.00158282946595334 0 0.00778109194656984 0.00299195165006134 0.0121172954196623
"большое" 0.00297135612693633 0.00406776903207436 0.00747564186691696 0.00474848839786001 0.00694107031304227 0.0129684865776164 0.00598390330012267 0.00807819694644155
"брата" 0.00297135612693633 0.00610165354811154 0.0124594031115283 0.00316565893190668 0 0.00518739463104656 0.00598390330012267 0.00403909847322078
"бывают" 0.0118854245077453 0.00610165354811154 0.00249188062230565 0.00791414732976669 0 0.00778109194656984 0.00299195165006134 0.00403909847322078
"великая" 0 0.00949146107484017 0.00166125374820377 0.00633131786381335 0.00347053515652114 0.00518739463104656 0.0239356132004907 0.0067318307887013
"веры" 0.00198090408462422 0.0135592301069145 0.00747564186691696 0.00633131786381335 0 0 0.00299195165006134 0
"верю" 0.00297135612693633 0.00542369204276581 0.00581438811871319 0 0.00347053515652114 0.0103747892620931 0 0.0175027600506234
"взяла" 0.00495226021156056 0.00203388451603718 0.00830626874101885 0.00791414732976669 0 0.00518739463104656 0.00299195165006134 0.0134636615774026
"вслух" 0.0118854245077453 0.00949146107484017 0.00166125374820377 0.00158282946595334 0.00694107031304227 0.00259369731552328 0.00299195165006134 0.00403909847322078
"всякого" 0.0138663285923696 0.00677961505345726 0.00498376124461131 0.00158282946595334 0.00347053515652114 0.00259369731552328 0.00299195165006134 0.00269273231548052
"выбор" 0.00396180816924844 0.0108473840855316 0.00664501499281508 0.00791414732976669 0.00694107031304227 0 0 0.00134636615774026
"выпить" 0.00198090408462422 0.00203388451603718 0.00913689561512073 0.00633131786381335 0.00694107031304227 0.0155621838931397 0.00299195165006134 0.00942456310418181
"горе" 0.00297135612693633 0.00474573053742009 0.00332250749640754 0.00316565893190668 0 0.0207495785241862 0.026927564850552 0.00403909847322078
"дважды" 0.00990452042312111 0.00338980752672863 0.00166125374820377 0.00158282946595334 0 0.00518739463104656 0.008975854950184 0.0175027600506234
"детстве" 0.0118854245077453 0.00610165354811154 0.00332250749640754 0.00791414732976669 0.00347053515652114 0.00518739463104656 0.00598390330012267 0.00134636615774026
"достал" 0 0 0.00498376124461131 0.00316565893190668 0.00347053515652114 0.00518739463104656 0 0.0336591539435065
"другому" 0.00594271225387267 0.00338980752672863 0.00415313437050942 0.0110798062616734 0.00347053515652114 0.00518739463104656 0.0119678066002453 0.00807819694644155
"ею" 0.00495226021156056 0.00338980752672863 0.00332250749640754 0.00791414732976669 0.0138821406260845 0.00778109194656984 0.00598390330012267 0.0107709292619221
"засмеялся" 0.00594271225387267 0 0.00498376124461131 0 0 0 0 0.0323127877857662
