"Bykov_Iyun" "Bykov_Sto_Nochey" "Dubovitsky_Mashinka" "Dubovitsky_Okolonolya" "Erofeev_Akimudy" "Erofeev_Apokalipsis" "Sorokin_Istoria" "Sorokin_Manaraga" "Sorokin_Oprichnik" "Sorokin_Salo"
"кому" 0.0386276296501723 0.0122033070962231 0.0429445282386459 0.0229688250401954 0.0157819106079358 0.0205767830573934 0.00694107031304227 0.0259369731552328 0.026927564850552 0.0121172954196623
"дом" 0.0108949724654332 0.0284743832245205 0.0251382604323781 0.0250569000438496 0.0199350449784452 0.0205767830573934 0.0104116054695634 0.0103747892620931 0.0777907429015947 0.0148100277351428
"случае" 0.0247613010578028 0.0461013823635094 0.0157114127702363 0.00417615000730826 0.0166125374820377 0.0379879071828801 0.0138821406260845 0.0129684865776164 0.00299195165006134 0.00807819694644155
"книги" 0.00495226021156056 0.0305082677405577 0.00628456510809452 0.0396734250694285 0.0166125374820377 0.0269081009212068 0.052058027347817 0.0570613409415121 0.017951709900368 0.0188491262083636
"стала" 0.0277326571847391 0.014915153117606 0.00733199262611027 0.0146165250255789 0.0390394630827886 0.0348222482509734 0.0138821406260845 0.0233432758397095 0.00299195165006134 0.0296200554702857
"новый" 0.0277326571847391 0.0196608836550261 0.012569130216189 0.0292330500511578 0.0265800599712603 0.0316565893190668 0.0208232109391268 0.018155881208663 0.026927564850552 0.0134636615774026
"пусть" 0.0307040133116754 0.0162710761282974 0.0450393832746774 0.0208807500365413 0.0274106868453622 0.0126626357276267 0.0138821406260845 0.00518739463104656 0.00598390330012267 0.0134636615774026
"взял" 0.0158472326769938 0.00881349956949444 0.0230434053963466 0.0229688250401954 0.0182737912302415 0.0110798062616734 0.0208232109391268 0.0233432758397095 0.00598390330012267 0.078089237148935
"город" 0.017828136761618 0.0203388451603718 0.0167588402882521 0.0229688250401954 0.021596298726649 0.0553990313083668 0.0694107031304227 0.00518739463104656 0.00598390330012267 0.00807819694644155
"стороны" 0.0158472326769938 0.0305082677405577 0.0199011228422993 0.0208807500365413 0.0232575524748528 0.0269081009212068 0.0104116054695634 0.018155881208663 0.0209436615504293 0.0188491262083636
"вещи" 0.0198090408462422 0.0562708049436953 0.012569130216189 0.0250569000438496 0.00913689561512073 0.0110798062616734 0.0381758867217325 0.00259369731552328 0.008975854950184 0.0067318307887013
"голос" 0.0168376847193059 0.0142371916122603 0.0230434053963466 0.0187926750328872 0.0132900299856302 0.00474848839786001 0.0138821406260845 0.018155881208663 0.0747987912515334 0.0552010124673506
"мои" 0.00297135612693633 0.00610165354811154 0.0188536953242836 0.0125284500219248 0.0340557018381773 0.0126626357276267 0.0312348164086902 0.0700298275191285 0.062830984651288 0.030966421628026
"нем" 0.0415989857771087 0.00203388451603718 0 0.00417615000730826 0.0249188062230565 0.0253252714552534 0.0312348164086902 0.0518739463104656 0.0508631780510427 0.0350055201012467
"поэт" 0.0128758765500574 0.0806774191361414 0.00104742751801575 0.0146165250255789 0.00415313437050942 0.01424546519358 0.0208232109391268 0.00259369731552328 0.008975854950184 0.00134636615774026
"русского" 0.00495226021156056 0.0338980752672863 0.00418971007206301 0.0104403750182707 0.0124594031115283 0.0918041090252936 0.0312348164086902 0.00778109194656984 0.026927564850552 0.00807819694644155
"самого" 0.0326849173962997 0.0203388451603718 0.0314228255404726 0.0104403750182707 0.0232575524748528 0.0205767830573934 0.0173526757826057 0 0.0209436615504293 0.0175027600506234
"сначала" 0.0336753694386118 0.0291523447298662 0.012569130216189 0.0187926750328872 0.0315638212158716 0.0332394187850201 0.00694107031304227 0 0 0.0067318307887013
"второй" 0.0277326571847391 0.0325421522565949 0.0146639852522205 0.0167046000292331 0.0207656718525471 0.00791414732976669 0.0173526757826057 0.0207495785241862 0.035903419800736 0.0134636615774026
"всей" 0.017828136761618 0.0271184602138291 0.0230434053963466 0.0146165250255789 0.00913689561512073 0.0269081009212068 0.0277642812521691 0.0311243677862793 0.0329114681506747 0.0215418585238441
"наверное" 0.0396180816924845 0.0610165354811154 0.00314228255404726 0.00835230001461653 0.0116287762374264 0.0158282946595334 0.00347053515652114 0 0 0
"равно" 0.026742205142427 0.0305082677405577 0.0209485503603151 0.0125284500219248 0.0240881793489547 0.0300737598531134 0.0104116054695634 0.00518739463104656 0.00598390330012267 0.0121172954196623
"той" 0.0326849173962997 0.022372729676409 0.0230434053963466 0.0417615000730826 0.0124594031115283 0.0269081009212068 0.0208232109391268 0.0155621838931397 0.0119678066002453 0.00807819694644155
"двух" 0.0138663285923696 0.0250845756977919 0.0199011228422993 0.0208807500365413 0.021596298726649 0.0158282946595334 0.0208232109391268 0.0311243677862793 0.017951709900368 0.0282736893125454
"думал" 0.0515035062002298 0.00813553806414872 0.0251382604323781 0.0396734250694285 0.0182737912302415 0.0126626357276267 0.00694107031304227 0.0129684865776164 0.00598390330012267 0.0201954923661039
"писатель" 0.000990452042312111 0.0650843045131897 0.00314228255404726 0.00417615000730826 0.0249188062230565 0.0332394187850201 0.00347053515652114 0.00778109194656984 0 0.00538546463096104
"свет" 0.0158472326769938 0.00745757655880299 0.0377073906485671 0.0292330500511578 0.0149512837338339 0.0189939535914401 0.00347053515652114 0.0440928543638957 0.0508631780510427 0.0255809569970649
"смысле" 0.0188185888039301 0.0705079965559555 0.00314228255404726 0.0104403750182707 0.00830626874101885 0.0126626357276267 0.00694107031304227 0.00778109194656984 0 0.00942456310418181
"чуть" 0.0326849173962997 0.0155931146229517 0.0240908329143623 0.0187926750328872 0.0274106868453622 0.0205767830573934 0.00694107031304227 0.0155621838931397 0.0209436615504293 0.0161563938928831
"сильно" 0.0247613010578028 0.0237286526871004 0.0167588402882521 0.0187926750328872 0.0166125374820377 0.0110798062616734 0.0173526757826057 0.0285306704707561 0.017951709900368 0.0350055201012467
"глазами" 0.017828136761618 0.0101694225801859 0.0167588402882521 0.0125284500219248 0.0340557018381773 0.0174111241254867 0.0104116054695634 0.0233432758397095 0.026927564850552 0.041737350889948
"двадцать" 0.0415989857771087 0.0264404987084833 0.0104742751801575 0.031321125054812 0.0124594031115283 0.00791414732976669 0.0208232109391268 0.0233432758397095 0.00598390330012267 0.0215418585238441
"моей" 0.00693316429618478 0.0155931146229517 0.0115217026981733 0.0104403750182707 0.0299025674676679 0.0253252714552534 0.0277642812521691 0.0440928543638957 0.0418873231008587 0.0296200554702857
"друга" 0.0158472326769938 0.014915153117606 0.0282805429864253 0.0250569000438496 0.0282413137194641 0.0237424419893001 0.0104116054695634 0.018155881208663 0.026927564850552 0.0175027600506234
"нём" 0 0.0732198425773385 0.0418971007206301 0.0208807500365413 0 0 0 0 0 0
"писать" 0.0277326571847391 0.0501691513955838 0.00523713759007877 0.00417615000730826 0.0132900299856302 0.0300737598531134 0.0277642812521691 0.00518739463104656 0 0.00538546463096104
"мысль" 0.0336753694386118 0.0555928434383496 0.00942684766214178 0.00835230001461653 0.014120656859732 0.00949697679572003 0.0138821406260845 0.00259369731552328 0 0
"видно" 0.0257517531001149 0.0122033070962231 0.0324702530584884 0.0187926750328872 0.0307331943417697 0.0221596125233467 0.0104116054695634 0.0207495785241862 0.0149597582503067 0.0067318307887013
"капитан" 0 0.00610165354811154 0.134070722306016 0.0104403750182707 0 0.00316565893190668 0 0.0207495785241862 0 0.00538546463096104
"наша" 0.00990452042312111 0.0108473840855316 0.0104742751801575 0.0104403750182707 0.0282413137194641 0.0348222482509734 0.0312348164086902 0.0363117624173259 0.071806839601472 0.0161563938928831
"неё" 0 0.0413556518260893 0.0691302161890397 0.0605541751059698 0 0 0 0 0 0
"такого" 0.0257517531001149 0.0345760367726321 0.0272331154684096 0.0250569000438496 0.00913689561512073 0.01424546519358 0.0173526757826057 0.00518739463104656 0.0119678066002453 0.0134636615774026
"абсолютно" 0.00693316429618478 0.0901688802109816 0.00523713759007877 0.00626422501096239 0.000830626874101885 0.00158282946595334 0.00694107031304227 0.00518739463104656 0 0.00134636615774026
"бог" 0.0118854245077453 0.0183049606443346 0.0293279705044411 0.0208807500365413 0.0348863287122792 0.0300737598531134 0.0104116054695634 0.00518739463104656 0.0209436615504293 0.0067318307887013
"ж" 0.0307040133116754 0.00949146107484017 0.0492290933467404 0.0229688250401954 0.000830626874101885 0.00158282946595334 0.0138821406260845 0.0155621838931397 0.0598390330012267 0.0269273231548052
"знаете" 0.0247613010578028 0.0386438058047064 0.0146639852522205 0.0229688250401954 0.0232575524748528 0.00474848839786001 0 0.0103747892620931 0.0149597582503067 0.0107709292619221
"откуда" 0.0396180816924845 0.0101694225801859 0.0282805429864253 0.0271449750475037 0.0265800599712603 0.0221596125233467 0.00347053515652114 0.0129684865776164 0.0119678066002453 0.00538546463096104
"буду" 0.026742205142427 0.0271184602138291 0.0261856879503938 0.0334092000584661 0.0166125374820377 0.00316565893190668 0 0.0207495785241862 0.008975854950184 0.0175027600506234
"сделать" 0.0326849173962997 0.0291523447298662 0.0146639852522205 0.0250569000438496 0.0149512837338339 0.0269081009212068 0.00347053515652114 0.0259369731552328 0.00299195165006134 0.0067318307887013
"скорее" 0.0198090408462422 0.0264404987084833 0.0146639852522205 0.0250569000438496 0.0232575524748528 0.0506505429105068 0.0104116054695634 0.00518739463104656 0.00299195165006134 0.00403909847322078
"годы" 0.0148567806346817 0.0399997288153979 0.0146639852522205 0.0167046000292331 0.014120656859732 0.0316565893190668 0.0242937460956479 0.0103747892620931 0.0119678066002453 0.0067318307887013
"часто" 0.017828136761618 0.0244066141924462 0.0240908329143623 0.0334092000584661 0.014120656859732 0.0253252714552534 0.0277642812521691 0.018155881208663 0 0.0161563938928831
"говорю" 0.0168376847193059 0.0406776903207436 0.0251382604323781 0.00417615000730826 0.0157819106079358 0.0126626357276267 0.00347053515652114 0.00778109194656984 0.0119678066002453 0.0175027600506234
"десять" 0.0138663285923696 0.0196608836550261 0.0377073906485671 0.0417615000730826 0.00913689561512073 0.01424546519358 0.0104116054695634 0.0207495785241862 0.0388953714507974 0.0107709292619221
"ночь" 0.0336753694386118 0.0183049606443346 0.0219959778783308 0.0187926750328872 0.0157819106079358 0.0110798062616734 0.00347053515652114 0.0363117624173259 0.017951709900368 0.0175027600506234
"пять" 0.0148567806346817 0.0210168066657175 0.0418971007206301 0.0334092000584661 0.0107981493633245 0.00791414732976669 0.0104116054695634 0.0414991570483725 0 0.0161563938928831
"говоря" 0.008914068380809 0.0705079965559555 0.0146639852522205 0.0187926750328872 0.00498376124461131 0.00474848839786001 0.00347053515652114 0.00518739463104656 0 0.00269273231548052
"денег" 0.00693316429618478 0.00745757655880299 0.0628456510809452 0.0501138000876992 0.0107981493633245 0.0237424419893001 0.00347053515652114 0.0233432758397095 0.0119678066002453 0.00807819694644155
"какое" 0.0336753694386118 0.0237286526871004 0.0314228255404726 0.0104403750182707 0.0149512837338339 0.0174111241254867 0.0104116054695634 0.00259369731552328 0.00299195165006134 0.0161563938928831
"сама" 0.0485321500732935 0.0210168066657175 0.0188536953242836 0.0271449750475037 0.0124594031115283 0.0237424419893001 0.00347053515652114 0.00778109194656984 0.0119678066002453 0.00134636615774026
"та" 0.0198090408462422 0.0284743832245205 0.0157114127702363 0.0146165250255789 0.0249188062230565 0.0237424419893001 0.00347053515652114 0.0233432758397095 0.0149597582503067 0.00807819694644155
"общем" 0.0198090408462422 0.0481352668795466 0.0115217026981733 0.00835230001461653 0.00664501499281508 0.01424546519358 0.0347053515652114 0.018155881208663 0.0149597582503067 0.00538546463096104
"посмотрел" 0.00693316429618478 0.00203388451603718 0.012569130216189 0.0125284500219248 0.029071940593566 0.00949697679572003 0.00347053515652114 0.00518739463104656 0 0.103670194146
"будут" 0.0257517531001149 0.00813553806414872 0.0240908329143623 0.031321125054812 0.0207656718525471 0.0284909303871601 0.0242937460956479 0.0129684865776164 0.026927564850552 0.0107709292619221
"головой" 0.008914068380809 0.00338980752672863 0.0167588402882521 0.0125284500219248 0.029071940593566 0.0110798062616734 0.0208232109391268 0.0337180651018026 0.0239356132004907 0.0578937447828311
"этому" 0.0287231092270512 0.0284743832245205 0.0188536953242836 0.0125284500219248 0.0124594031115283 0.0237424419893001 0.0242937460956479 0.0207495785241862 0.008975854950184 0.0067318307887013
"велик" 0.00198090408462422 0.00203388451603718 0.140355287414111 0.00417615000730826 0.00166125374820377 0.00158282946595334 0 0.00518739463104656 0.00299195165006134 0
"вышел" 0.0158472326769938 0.0142371916122603 0.0167588402882521 0.0292330500511578 0.021596298726649 0.00791414732976669 0.0242937460956479 0.0207495785241862 0 0.0457764493631688
"другие" 0.0277326571847391 0.0189829221496803 0.0146639852522205 0.0146165250255789 0.0265800599712603 0.0253252714552534 0.0208232109391268 0.0129684865776164 0.017951709900368 0.0067318307887013
"книгу" 0.00594271225387267 0.0393217673100521 0.0115217026981733 0.0104403750182707 0.00996752248922262 0.0126626357276267 0.0208232109391268 0.0570613409415121 0.0209436615504293 0.0161563938928831
"своими" 0.00990452042312111 0.0135592301069145 0.0157114127702363 0.0229688250401954 0.0224269256007509 0.0348222482509734 0.0104116054695634 0.0259369731552328 0.0329114681506747 0.0242345908393247
"таким" 0.0247613010578028 0.0332201137619406 0.0209485503603151 0.0229688250401954 0.00996752248922262 0.0189939535914401 0.00694107031304227 0.0155621838931397 0.00299195165006134 0.0121172954196623
"вместо" 0.0108949724654332 0.0162710761282974 0.0282805429864253 0.031321125054812 0.021596298726649 0.0316565893190668 0.0242937460956479 0.0155621838931397 0.00299195165006134 0.0107709292619221
"других" 0.0118854245077453 0.0196608836550261 0.0219959778783308 0.0125284500219248 0.0240881793489547 0.0348222482509734 0.0242937460956479 0.0207495785241862 0.017951709900368 0.0067318307887013
"конце" 0.0277326571847391 0.0332201137619406 0.00418971007206301 0.0125284500219248 0.0174431643561396 0.0237424419893001 0.0451169570347748 0.00259369731552328 0 0.0107709292619221
"любил" 0.0287231092270512 0.0244066141924462 0.0167588402882521 0.0167046000292331 0.021596298726649 0.01424546519358 0.0312348164086902 0.018155881208663 0.00299195165006134 0.00538546463096104
"образом" 0.0237708490154907 0.029830306235212 0.0209485503603151 0.0229688250401954 0.0149512837338339 0.0205767830573934 0.0173526757826057 0.00518739463104656 0 0.0107709292619221
"помню" 0.00990452042312111 0.0474573053742009 0.0104742751801575 0.0250569000438496 0.014120656859732 0.0189939535914401 0.0138821406260845 0.0155621838931397 0.00299195165006134 0.00403909847322078
"чём" 0 0.0650843045131897 0.0303753980224568 0.0417615000730826 0 0 0 0 0 0
"читать" 0.0108949724654332 0.0474573053742009 0.00523713759007877 0.0104403750182707 0.00664501499281508 0.01424546519358 0.0312348164086902 0.0337180651018026 0.008975854950184 0.0161563938928831
"жена" 0.0198090408462422 0.00881349956949444 0.0303753980224568 0.048025725084045 0.0232575524748528 0.0189939535914401 0.0104116054695634 0.00778109194656984 0.0119678066002453 0.0121172954196623
"котором" 0.0207994928885543 0.042033613331435 0.0219959778783308 0.0104403750182707 0.00830626874101885 0.00633131786381335 0.0277642812521691 0.0155621838931397 0.008975854950184 0.00538546463096104
"бывает" 0.0346658214809239 0.0257625372031376 0.0219959778783308 0.0125284500219248 0.0132900299856302 0.0174111241254867 0 0.0207495785241862 0.0149597582503067 0.00403909847322078
"взгляд" 0.0148567806346817 0.0433895363421265 0.00418971007206301 0.00835230001461653 0.0116287762374264 0.0158282946595334 0.0277642812521691 0.0363117624173259 0.00598390330012267 0.0107709292619221
"мальчик" 0.017828136761618 0.0135592301069145 0.0314228255404726 0.00417615000730826 0.0132900299856302 0.00474848839786001 0.0104116054695634 0.0414991570483725 0.00598390330012267 0.0444300832054286
"наших" 0.00693316429618478 0.00813553806414872 0.0209485503603151 0.0104403750182707 0.0315638212158716 0.0253252714552534 0.0173526757826057 0.0311243677862793 0.0388953714507974 0.0201954923661039
"подумал" 0.0574462184541025 0.00406776903207436 0.0303753980224568 0.0229688250401954 0.0149512837338339 0.01424546519358 0.00347053515652114 0.0103747892620931 0 0.00942456310418181
"стол" 0.0118854245077453 0.000677961505345726 0.012569130216189 0.00417615000730826 0.021596298726649 0.0126626357276267 0.0208232109391268 0.0544676436259888 0.0209436615504293 0.0646255755715324
"кем" 0.0366467255655481 0.00745757655880299 0.0219959778783308 0.0334092000584661 0.0307331943417697 0.0174111241254867 0 0.0103747892620931 0.008975854950184 0.00269273231548052
"мама" 0.00396180816924844 0.00271184602138291 0.0282805429864253 0.0229688250401954 0.0481763586979093 0.0158282946595334 0.0173526757826057 0.0363117624173259 0.008975854950184 0.00807819694644155
"папа" 0.00990452042312111 0.00135592301069145 0.0398022456845986 0.00208807500365413 0.0656195230540489 0.00791414732976669 0 0.00259369731552328 0.00598390330012267 0.00538546463096104
"женщина" 0.017828136761618 0.0142371916122603 0.0219959778783308 0.0187926750328872 0.0240881793489547 0.0284909303871601 0.00694107031304227 0.0103747892620931 0.008975854950184 0.0215418585238441
"история" 0.0138663285923696 0.0610165354811154 0.00314228255404726 0 0.00913689561512073 0.0205767830573934 0.0208232109391268 0.00518739463104656 0.00598390330012267 0
"многие" 0.0118854245077453 0.0467793438688551 0.0104742751801575 0.0146165250255789 0.0124594031115283 0.0174111241254867 0.0312348164086902 0.00518739463104656 0.0119678066002453 0.00269273231548052
"сих" 0.00495226021156056 0.0230506911817547 0.0157114127702363 0.0187926750328872 0.0199350449784452 0.0506505429105068 0.0208232109391268 0.0155621838931397 0.008975854950184 0.00942456310418181
"которое" 0.017828136761618 0.042033613331435 0.0146639852522205 0.00626422501096239 0.0166125374820377 0.0221596125233467 0.00694107031304227 0.00778109194656984 0.00299195165006134 0.00403909847322078
"мире" 0.0128758765500574 0.0379658442993607 0.00523713759007877 0.00417615000730826 0.0149512837338339 0.0395707366488335 0.0416464218782536 0.0155621838931397 0.00299195165006134 0.00269273231548052
"моему" 0.0128758765500574 0.0549148819330038 0.00314228255404726 0 0.0132900299856302 0.00949697679572003 0.0138821406260845 0.0155621838931397 0.0149597582503067 0.00807819694644155
"помните" 0 0.0745757655880299 0.00628456510809452 0.0187926750328872 0.00581438811871319 0.00474848839786001 0.00347053515652114 0.00518739463104656 0 0.00269273231548052
"сталина" 0.00198090408462422 0.00406776903207436 0 0.00208807500365413 0.0265800599712603 0.01424546519358 0.0138821406260845 0 0 0.115787489565662
"сторону" 0.0128758765500574 0.00474573053742009 0.0157114127702363 0.0187926750328872 0.0332250749640754 0.0237424419893001 0.0104116054695634 0.0207495785241862 0.026927564850552 0.0282736893125454
"любит" 0.008914068380809 0.0216947681710632 0.00733199262611027 0.00626422501096239 0.0257494330971584 0.0522333723764602 0.00347053515652114 0.00518739463104656 0.0478712264009814 0.0067318307887013
"раньше" 0.0277326571847391 0.0115253455908773 0.0167588402882521 0.0125284500219248 0.0207656718525471 0.0364050777169268 0.00694107031304227 0.018155881208663 0.017951709900368 0.0121172954196623
"затем" 0.008914068380809 0.00271184602138291 0.0146639852522205 0.0125284500219248 0.0249188062230565 0.0284909303871601 0.0242937460956479 0.0389054597328492 0.00598390330012267 0.0444300832054286
"кровь" 0.00495226021156056 0.0101694225801859 0.00837942014412603 0.0104403750182707 0.0191044181043433 0.00474848839786001 0.0138821406260845 0.046686551679419 0.026927564850552 0.0632792094137922
"либо" 0.0207994928885543 0.0176269991389889 0.0199011228422993 0.0375853500657744 0.00913689561512073 0.0443192250466935 0.0277642812521691 0.00259369731552328 0.00598390330012267 0.00403909847322078
"немного" 0.0307040133116754 0.0155931146229517 0.0219959778783308 0.0375853500657744 0.0116287762374264 0.00949697679572003 0.0104116054695634 0.00778109194656984 0.0149597582503067 0.0175027600506234
"понимаю" 0.0207994928885543 0.0189829221496803 0.0157114127702363 0.0125284500219248 0.0166125374820377 0.01424546519358 0.0104116054695634 0.0155621838931397 0.0299195165006133 0.0255809569970649
"сделал" 0.026742205142427 0.0176269991389889 0.012569130216189 0.0125284500219248 0.0191044181043433 0.0221596125233467 0.00347053515652114 0.00518739463104656 0.0149597582503067 0.0282736893125454
"сюда" 0.0287231092270512 0.00610165354811154 0.0261856879503938 0.0208807500365413 0.0199350449784452 0.0284909303871601 0.0173526757826057 0 0.026927564850552 0.0107709292619221
"тобой" 0.0237708490154907 0.00677961505345726 0.0178062678062678 0.0187926750328872 0.0274106868453622 0.00949697679572003 0.00347053515652114 0.0285306704707561 0.0209436615504293 0.0255809569970649
"писал" 0.017828136761618 0.0508471129009295 0.00209485503603151 0.00626422501096239 0.00996752248922262 0.0110798062616734 0.0277642812521691 0.0103747892620931 0.0119678066002453 0.00403909847322078
"сами" 0.0227803969731786 0.00813553806414872 0.0314228255404726 0.0334092000584661 0.0182737912302415 0.0158282946595334 0.0173526757826057 0.00778109194656984 0.0239356132004907 0.00942456310418181
"казалось" 0.044570341904045 0.0203388451603718 0.0115217026981733 0.0146165250255789 0.0182737912302415 0.0205767830573934 0.00694107031304227 0.00778109194656984 0 0.00269273231548052
"лица" 0.008914068380809 0.00745757655880299 0.0240908329143623 0.0146165250255789 0.0124594031115283 0.00949697679572003 0.0277642812521691 0.0622487355725587 0.04487927475092 0.0228882246815844
"толстой" 0.000990452042312111 0.0162710761282974 0.00209485503603151 0.00208807500365413 0.00332250749640754 0.00474848839786001 0.0104116054695634 0.181558812086629 0.00598390330012267 0.0323127877857662
"брат" 0.00495226021156056 0.00881349956949444 0.0398022456845986 0.0229688250401954 0.0107981493633245 0.00474848839786001 0 0 0.026927564850552 0.0552010124673506
"дела" 0.017828136761618 0.0128812686015688 0.0272331154684096 0.0208807500365413 0.0116287762374264 0.0110798062616734 0.0104116054695634 0.0155621838931397 0.053855129701104 0.0161563938928831
"зато" 0.0198090408462422 0.00745757655880299 0.0240908329143623 0.0250569000438496 0.0224269256007509 0.0253252714552534 0.0208232109391268 0.0103747892620931 0.0149597582503067 0.0121172954196623
"понимаете" 0.0168376847193059 0.071863919566647 0.00104742751801575 0 0.00332250749640754 0 0 0 0.00299195165006134 0.00538546463096104
"русских" 0.00495226021156056 0.0162710761282974 0.0115217026981733 0.0104403750182707 0.021596298726649 0.0633131786381335 0.0242937460956479 0.0233432758397095 0.008975854950184 0.00403909847322078
"часть" 0.0148567806346817 0.0210168066657175 0.0104742751801575 0.00417615000730826 0.0240881793489547 0.0395707366488335 0.0104116054695634 0.0207495785241862 0 0.0121172954196623
"четыре" 0.008914068380809 0.0176269991389889 0.0219959778783308 0.0271449750475037 0.00581438811871319 0.0158282946595334 0.0104116054695634 0.0363117624173259 0.0299195165006133 0.0255809569970649
"бога" 0.00693316429618478 0.0203388451603718 0.0335176805765041 0.031321125054812 0.0232575524748528 0.0221596125233467 0 0.00259369731552328 0.008975854950184 0.00134636615774026
"дня" 0.0277326571847391 0.00881349956949444 0.0261856879503938 0.0208807500365413 0.0174431643561396 0.0126626357276267 0.0242937460956479 0.0155621838931397 0.017951709900368 0.00942456310418181
"имеет" 0.0158472326769938 0.029830306235212 0.00314228255404726 0.00417615000730826 0.0132900299856302 0.0538162018424135 0.0173526757826057 0.0155621838931397 0 0.0067318307887013
"иначе" 0.0307040133116754 0.022372729676409 0.0146639852522205 0.0146165250255789 0.0191044181043433 0.0300737598531134 0 0.00259369731552328 0.00299195165006134 0.00269273231548052
"русские" 0.00495226021156056 0.0115253455908773 0.0115217026981733 0.00417615000730826 0.0191044181043433 0.0743929848998069 0.00694107031304227 0.0259369731552328 0.0329114681506747 0.00403909847322078
"смотрит" 0.00693316429618478 0.0108473840855316 0.0146639852522205 0.00835230001461653 0.0157819106079358 0.00791414732976669 0.00694107031304227 0.0337180651018026 0.0927505011519014 0.0269273231548052
"возможно" 0.0237708490154907 0.00677961505345726 0.0188536953242836 0.0167046000292331 0.0249188062230565 0.0395707366488335 0.00694107031304227 0.0155621838931397 0.00299195165006134 0.00807819694644155
"война" 0.0584366704964146 0.0101694225801859 0.00628456510809452 0.0229688250401954 0.0157819106079358 0.01424546519358 0.00694107031304227 0.0129684865776164 0.00598390330012267 0.00269273231548052
"нашего" 0.00396180816924844 0.0122033070962231 0.012569130216189 0.00626422501096239 0.0232575524748528 0.0189939535914401 0.0312348164086902 0.0129684865776164 0.080782694551656 0.0161563938928831
"понимал" 0.062398478665663 0.0142371916122603 0.0178062678062678 0.0187926750328872 0.00913689561512073 0.00316565893190668 0.00347053515652114 0.00259369731552328 0 0.00538546463096104
"разве" 0.0198090408462422 0.00813553806414872 0.0230434053963466 0.0125284500219248 0.0340557018381773 0.0189939535914401 0.00694107031304227 0.0103747892620931 0.017951709900368 0.00538546463096104
"вполне" 0.0207994928885543 0.0162710761282974 0.0115217026981733 0.0396734250694285 0.00913689561512073 0.00791414732976669 0.0728812382869438 0.018155881208663 0.00598390330012267 0.00942456310418181
"говорят" 0.0158472326769938 0.0183049606443346 0.0178062678062678 0.0125284500219248 0.0182737912302415 0.0269081009212068 0.00694107031304227 0.00518739463104656 0.017951709900368 0.0175027600506234
"нами" 0.0138663285923696 0.0176269991389889 0.00837942014412603 0.0125284500219248 0.0240881793489547 0.0158282946595334 0.0277642812521691 0.0259369731552328 0.0209436615504293 0.0134636615774026
"граф" 0 0.000677961505345726 0 0 0.000830626874101885 0 0.00347053515652114 0.0103747892620931 0.125661969302576 0.10501656030374
"мысли" 0.0257517531001149 0.0237286526871004 0.0115217026981733 0.0167046000292331 0.0199350449784452 0.0189939535914401 0.00694107031304227 0.00778109194656984 0.0119678066002453 0.00269273231548052
"гораздо" 0.0158472326769938 0.0488132283848923 0.00418971007206301 0.00208807500365413 0.00664501499281508 0.0205767830573934 0.0104116054695634 0.018155881208663 0.00299195165006134 0.00134636615774026
"женщины" 0.00495226021156056 0.0142371916122603 0.0136165577342048 0.00835230001461653 0.0224269256007509 0.0553990313083668 0.00694107031304227 0.0311243677862793 0.008975854950184 0.00538546463096104
"ибо" 0.0386276296501723 0.00203388451603718 0.0408496732026144 0.0146165250255789 0.00249188062230565 0.00316565893190668 0.0347053515652114 0.00518739463104656 0.0598390330012267 0.00134636615774026
"романа" 0.00198090408462422 0.0596606124704239 0.0104742751801575 0 0.00581438811871319 0.00949697679572003 0.0208232109391268 0.0155621838931397 0.00299195165006134 0
"самой" 0.0198090408462422 0.0203388451603718 0.0157114127702363 0.0250569000438496 0.0132900299856302 0.0205767830573934 0.0173526757826057 0.0155621838931397 0.00598390330012267 0.00942456310418181
"валя" 0.12182560120439 0 0 0 0 0.00316565893190668 0 0 0 0
"вещь" 0.0148567806346817 0.0535589589223124 0.00523713759007877 0.00417615000730826 0.00166125374820377 0.0110798062616734 0.0173526757826057 0.00518739463104656 0.008975854950184 0.0067318307887013
"истории" 0.0168376847193059 0.0305082677405577 0.00418971007206301 0.00417615000730826 0.0199350449784452 0.0332394187850201 0.00694107031304227 0 0.00598390330012267 0.0107709292619221
"ноги" 0.00693316429618478 0.00203388451603718 0.0146639852522205 0.00626422501096239 0.0249188062230565 0.00949697679572003 0.0104116054695634 0.0389054597328492 0.04487927475092 0.0390446185744675
"плохо" 0.0257517531001149 0.0210168066657175 0.0136165577342048 0.0146165250255789 0.00996752248922262 0.0110798062616734 0.00694107031304227 0.0337180651018026 0.008975854950184 0.0148100277351428
"солнце" 0.00495226021156056 0.00542369204276581 0.0209485503603151 0.0146165250255789 0.0132900299856302 0.0221596125233467 0.0173526757826057 0.0544676436259888 0.035903419800736 0.0228882246815844
"будем" 0.0138663285923696 0.0210168066657175 0.0188536953242836 0.0187926750328872 0.0199350449784452 0.01424546519358 0.00347053515652114 0.018155881208663 0.017951709900368 0.0067318307887013
"герой" 0.0108949724654332 0.056948766449041 0.00733199262611027 0.00417615000730826 0.00581438811871319 0.0110798062616734 0.00694107031304227 0.00259369731552328 0 0.00403909847322078
"сквозь" 0.0128758765500574 0.00813553806414872 0.0178062678062678 0.0250569000438496 0.014120656859732 0.0126626357276267 0.0173526757826057 0.00778109194656984 0.0329114681506747 0.0350055201012467
